Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.12,223.15,1.12,223.15,"1,787 B",,"1,787 B","1,733 B","(1,220 B)"
12M 2009,0.84,232.62,0.84,232.62,"2,086 B",,"2,086 B","1,937 B","(1,239 B)"
12M 2010,0.72,258.27,0.72,258.27,"1,476 B",,"1,476 B","1,455 B","(1,149 B)"
12M 2011,0.55,784.04,0.55,784.04,"1,526 B",,"1,526 B","1,506 B","(1,024 B)"
12M 2012,0.79,903.33,0.79,903.33,356 B,708 B,"1,063 B","1,031 B",110 B
12M 2013,0.48,931.64,0.48,931.64,162 B,"1,254 B","1,416 B","1,348 B",512 B
12M 2014,0.66,1033.56,0.66,1033.56,124 B,"1,311 B","1,435 B","1,351 B",412 B
12M 2015,0.38,1091.36,0.38,1091.36,469 B,"1,496 B","1,965 B","1,901 B",(249 B)
12M 2016,0.31,1153.26,0.31,1153.26,301 B,"1,784 B","2,085 B","1,971 B",(215 B)
12M 2017,0.27,1133.08,0.27,1133.08,447 B,"2,070 B","2,517 B","2,466 B",(309 B)
12M 2018,0.21,1138.32,0.21,1138.32,486 B,"2,458 B","2,943 B","2,836 B",(494 B)
12M 2019,0.30,1055.31,0.30,1055.31,"1,110 B","2,074 B","3,184 B","3,113 B","(1,176 B)"
12M 2020,0.24,927.65,0.24,927.65,231 B,"2,908 B","3,139 B","3,109 B",(427 B)
12M 2021,0.39,796.88,0.39,796.88,890 B,"2,520 B","3,410 B","3,315 B","(1,098 B)"
12M 2022,0.26,662.88,0.26,662.88,506 B,"2,983 B","3,489 B","3,447 B",(854 B)
12M 2023,0.23,553.44,0.23,553.44,332 B,"3,135 B","3,467 B","3,429 B",(699 B)
12M 2024,0.37,459.09,0.37,459.09,650 B,"2,780 B","3,430 B","3,396 B","(1,179 B)"
