Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,24433620.57,0.00,24235583.52,73 B,51 B,124 B,42 B,82 B
12M 2019,0.00,1661782.37,0.00,1655056.46,86 B,23 B,109 B,34 B,75 B
12M 2020,0.00,1946034.99,0.00,1943300.79,41 B,1 B,42 B,17 B,117 B
12M 2021,3.00,162.41,3.01,162.26,1 B,,1 B,(376 B),631 B
12M 2022,2.78,172.36,2.79,172.13,,,,(169 B),670 B
12M 2023,2.08,182.73,2.08,182.39,31 B,56 B,88 B,(6 B),486 B
12M 2024,1.29,192.82,1.29,192.62,55 B,118 B,173 B,118 B,444 B
