Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Properti Investasi,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,82076506663.000000,,1288134926.000000,187426431.000000,1100708495.000000,1288134926.000000,1653165195.000000,1488232101.000000,164933094.000000,1653165195.000000,535962077556.000000,14314815179.000000,635294699519.000000,,19985127483.000000,383055356710.000000,59897882917.000000,3564666853.000000,12121691701.000000,478624725664.000000,1113919425183.000000,,,553521670671.000000,44733147847.000000,,40486257106.000000,389205290306.000000,429691547412.000000,,,2437174342.000000,2437174342.000000,18904821827.000000,11884195635.000000,,27854123461.000000,,27854123461.000000,18016660147.000000,553521670671.000000,120592584290.000000,,51227548319.000000,,51227548319.000000,69365035971.000000,120592584290.000000,674114254961.000000,,18000000000.000000,507989000.000000,269628967634.000000,,269628967634.000000,269628967634.000000,,151668213588.000000,439805170222.000000,1113919425183.000000,18000.000000
12M 2019,,,74765341395.000000,52000000000.000000,353132665.000000,181167882.000000,171964783.000000,353132665.000000,1709201513.000000,1709201513.000000,,1709201513.000000,558768939370.000000,26475160765.000000,714071775708.000000,,20759109030.000000,413398857693.000000,59903950917.000000,1939079475.000000,13148524429.000000,509149521544.000000,1223221297252.000000,,,639448241338.000000,52909928795.000000,,49504009449.000000,440132642159.000000,489636651608.000000,,,3194692302.000000,3194692302.000000,21013366618.000000,12820436705.000000,,33011291641.000000,,33011291641.000000,26861873669.000000,639448241338.000000,91276491768.000000,,23127256678.000000,,23127256678.000000,68149235090.000000,91276491768.000000,730724733106.000000,,144150000000.000000,21028632656.000000,307146135433.000000,,307146135433.000000,307146135433.000000,13404706533.000000,6767089524.000000,492496564146.000000,1223221297252.000000,288300.000000
12M 2020,,,24648480385.000000,100000000000.000000,4022174048.000000,3968696280.000000,53477768.000000,4022174048.000000,3545613201.000000,3545613201.000000,,3545613201.000000,494350103042.000000,15121112537.000000,641687483213.000000,,23013281531.000000,501000243447.000000,,788271154.000000,35619325888.000000,560421122020.000000,1202108605233.000000,,,525136413347.000000,18896087917.000000,,39759762114.000000,377200132745.000000,416959894859.000000,,,1434335157.000000,1434335157.000000,20810103899.000000,11557100774.000000,,22080256675.000000,4758635219.000000,26838891894.000000,28639998847.000000,525136413347.000000,98898156664.000000,,1047000000.000000,11977338984.000000,13024338984.000000,85873817680.000000,98898156664.000000,624034570011.000000,,144150000000.000000,21028632656.000000,393717447796.000000,,393717447796.000000,393717447796.000000,17032146300.000000,2145808470.000000,578074035222.000000,1202108605233.000000,288300.000000
12M 2021,,,376998936108.000000,155000000000.000000,5281870889.000000,5269093946.000000,12776943.000000,5281870889.000000,1661241641.000000,1661241641.000000,,1661241641.000000,555923629448.000000,8983545468.000000,1103849223554.000000,,19588943060.000000,486970998383.000000,,1051460314.000000,83397026416.000000,591008428173.000000,1694857651727.000000,,,473045834649.000000,,,37384125628.000000,364975894903.000000,402360020531.000000,,,5229877782.000000,5229877782.000000,20765944538.000000,7486543951.000000,,1047000000.000000,4378508760.000000,5425508760.000000,31777939087.000000,473045834649.000000,119024215359.000000,,,48803466045.000000,48803466045.000000,70220749314.000000,119024215359.000000,592070050008.000000,,169750000000.000000,483181229631.000000,445077786457.000000,,445077786457.000000,445077786457.000000,1102.000000,4778584529.000000,1102787601719.000000,1694857651727.000000,6790000000.000000
12M 2022,,,168580843714.000000,310000000000.000000,8810565638.000000,8691884905.000000,118680733.000000,8810565638.000000,3313485439.000000,3313485439.000000,,3313485439.000000,664265910861.000000,8955271232.000000,1163926076884.000000,,16800520602.000000,504734905416.000000,,1572973313.000000,93252482691.000000,616360882022.000000,1780286958906.000000,,,494316966125.000000,,,52646366363.000000,381247336023.000000,433893702386.000000,,,7338633859.000000,7338633859.000000,21746276983.000000,6205500912.000000,,,4431762020.000000,4431762020.000000,20701089965.000000,494316966125.000000,115650500691.000000,,,57332117355.000000,57332117355.000000,58318383336.000000,115650500691.000000,609967466816.000000,,169750000000.000000,483181229631.000000,517537077944.000000,8000000000.000000,509537077944.000000,517537077944.000000,1252.000000,-148816737.000000,1170319492090.000000,1780286958906.000000,6790000000.000000
12M 2023,,,93300202462.000000,207000000000.000000,5902250620.000000,5548346729.000000,353903891.000000,5902250620.000000,2734719469.000000,2279802448.000000,454917021.000000,2734719469.000000,776950621355.000000,14327155227.000000,1100214949133.000000,,17646495109.000000,709921600563.000000,,2343394677.000000,247303080555.000000,977214570904.000000,2077429520037.000000,,,613914949679.000000,,,53391754312.000000,457595563234.000000,510987317546.000000,,,4523320539.000000,4523320539.000000,25089815079.000000,6829521251.000000,,31000000000.000000,6311010582.000000,37311010582.000000,29173964682.000000,613914949679.000000,222760744014.000000,,56500000000.000000,107417339008.000000,163917339008.000000,58843405006.000000,222760744014.000000,836675693693.000000,,169750000000.000000,483181229631.000000,587971412072.000000,13000000000.000000,574971412072.000000,587971412072.000000,1378.000000,-148816737.000000,1240753826344.000000,2077429520037.000000,6790000000.000000
12M 2024,,,55467331704.000000,232000000000.000000,6787785128.000000,5578267436.000000,1209517692.000000,6787785128.000000,3346699876.000000,2801302310.000000,545397566.000000,3346699876.000000,802649286767.000000,25279296698.000000,1125530400173.000000,,19391446375.000000,965515850615.000000,,1354140498.000000,163514537258.000000,1149775974746.000000,2275306374919.000000,,,681930798122.000000,11998589794.000000,,56481633429.000000,495772767318.000000,552254400747.000000,,,11338412844.000000,11338412844.000000,28444083730.000000,3263745910.000000,,43000000000.000000,7543557732.000000,50543557732.000000,24088007365.000000,681930798122.000000,284105819892.000000,,118500000000.000000,100904389968.000000,219404389968.000000,64701429924.000000,284105819892.000000,966036618014.000000,,169750000000.000000,483181229631.000000,656487342518.000000,18000000000.000000,638487342518.000000,656487342518.000000,1493.000000,-148816737.000000,1309269756905.000000,2275306374919.000000,6790000000.000000
