Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.03,77.70,1.03,77.70,,,,(0 B),22 B
12M 2009,1.00,72.05,1.00,72.05,,,,(0 B),18 B
12M 2010,8.24,67.93,8.24,67.93,,,,(0 B),18 B
12M 2011,12.40,64.53,12.40,64.53,1 B,1 B,1 B,1 B,25 B
12M 2012,12.10,65.46,12.10,65.46,1 B,0 B,1 B,1 B,56 B
12M 2013,18.00,67.55,41.74,29.13,134 B,5 B,139 B,137 B,(116 B)
12M 2014,15.78,63.86,37.75,26.70,125 B,3 B,128 B,127 B,(84 B)
12M 2015,22.04,65.35,51.08,28.19,125 B,,125 B,124 B,(95 B)
12M 2016,4.43,267.34,15.54,76.19,791 B,"1,848 B","2,640 B","2,618 B",(441 B)
12M 2017,0.00,0.00,0.00,0.00,127 B,"2,011 B","2,137 B","2,118 B",8 B
12M 2018,0.00,0.00,0.00,0.00,,"2,194 B","2,194 B","2,191 B",559 B
12M 2019,0.00,0.00,0.00,0.00,,"2,121 B","2,121 B","2,115 B",393 B
12M 2020,1.39,35.92,4.00,12.49,,"2,060 B","2,060 B","2,056 B",(156 B)
12M 2021,1.48,33.74,4.85,10.31,,"2,083 B","2,083 B","2,078 B",(194 B)
12M 2022,1.92,25.99,19.53,2.56,,"2,479 B","2,479 B","2,470 B",(142 B)
12M 2023,2.09,23.92,102.04,0.49,,"2,414 B","2,414 B","2,400 B",43 B
12M 2024,0.30,9.99,-0.71,-4.23,,"2,346 B","2,346 B","2,285 B",92 B
