Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Adjustment,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Lain-Lain,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,3430971849.000000,1795987350.000000,,,,,,16726562636.000000,21953521835.000000,,9549698871.000000,51215965.000000,20248049.000000,,9621162885.000000,31574684720.000000,,,1090101136.000000,49366709.000000,1040734427.000000,,,,,,1090101136.000000,80992197.000000,,,,80992197.000000,80992197.000000,1171093333.000000,,30000000000.000000,,403591387.000000,,403591387.000000,403591387.000000,30403591387.000000,31574684720.000000,300000.000000
12M 2017,,,5117701959.000000,44535457094.000000,288033185.000000,151200000.000000,136833185.000000,288033185.000000,,6082166900.000000,56023359138.000000,,17350787921.000000,22219798319.000000,33618078.000000,,39604204318.000000,95627563456.000000,,,9731281091.000000,,9638439710.000000,,92841381.000000,92841381.000000,,,9731281091.000000,274440721.000000,,139968406.000000,139968406.000000,134472315.000000,274440721.000000,10005721812.000000,,80000000000.000000,,5621841644.000000,96573768.000000,5525267876.000000,5621841644.000000,85621841644.000000,95627563456.000000,800000000.000000
12M 2018,,,26833607079.000000,89076323176.000000,605149370.000000,605149370.000000,,605149370.000000,,7387979177.000000,123903058802.000000,,,19351059984.000000,48095725.000000,,19399155709.000000,143302214511.000000,,,14661817244.000000,,14186273761.000000,,93243483.000000,93243483.000000,115000000.000000,267300000.000000,14661817244.000000,217479954.000000,,25097052.000000,25097052.000000,192382902.000000,217479954.000000,14879297198.000000,,100000000000.000000,19005644508.000000,9417272805.000000,196573768.000000,9220699037.000000,9417272805.000000,128422917313.000000,143302214511.000000,1000000000.000000
12M 2019,,,9733092427.000000,71708762294.000000,605149370.000000,605149370.000000,,605149370.000000,,44470360281.000000,126517364372.000000,,,17317419333.000000,69374959.000000,,17386794292.000000,143904158664.000000,,,13911019974.000000,13463737439.000000,,,64982535.000000,64982535.000000,115000000.000000,267300000.000000,13911019974.000000,277499836.000000,,,,277499836.000000,277499836.000000,14188519810.000000,,100000000000.000000,19005644508.000000,10709994346.000000,10413420578.000000,296573768.000000,10709994346.000000,129715638854.000000,143904158664.000000,1000000000.000000
12M 2020,,,13746039751.000000,68387874539.000000,,,,,,47339289061.000000,129473203351.000000,,,17044530683.000000,92882299.000000,,17137412982.000000,146610616333.000000,,,12156902355.000000,12048669156.000000,,,,,108233199.000000,,12156902355.000000,422192271.000000,,,,422192271.000000,422192271.000000,12579094626.000000,,100000000000.000000,19005644508.000000,15025877199.000000,14629303431.000000,396573768.000000,15025877199.000000,134031521707.000000,146610616333.000000,1000000000.000000
12M 2021,,,11562502522.000000,27578547347.000000,,,,,,96483629240.000000,135624679109.000000,,,11382382003.000000,136480150.000000,,11518862153.000000,147143541262.000000,,,11555188045.000000,11446954846.000000,,,,,108233199.000000,,11555188045.000000,415149335.000000,,,,415149335.000000,415149335.000000,11970337380.000000,,100000000000.000000,19005644508.000000,16167559374.000000,15670985606.000000,496573768.000000,16167559374.000000,135173203882.000000,147143541262.000000,1000000000.000000
12M 2022,,,9304184431.000000,35278516036.000000,,,,,,92106994897.000000,136689695364.000000,,,8715640560.000000,151884917.000000,,8867525477.000000,145557220841.000000,,,9405947345.000000,,9405947345.000000,,,,,,9405947345.000000,485171000.000000,,,,485171000.000000,485171000.000000,9891118345.000000,,100000000000.000000,19005644508.000000,16660457988.000000,16063884220.000000,596573768.000000,16660457988.000000,135666102496.000000,145557220841.000000,1000000000.000000
12M 2023,,,7561518778.000000,33210172161.000000,,,,,,93406812190.000000,134178503129.000000,,,7148893112.000000,45147297.000000,,7194040409.000000,141372543538.000000,,,5283224124.000000,,5283224124.000000,,,,,,5283224124.000000,,,,,,,5283224124.000000,,100000000000.000000,19005644508.000000,17083674906.000000,16387101138.000000,696573768.000000,17083674906.000000,136089319414.000000,141372543538.000000,1000000000.000000
12M 2024,,,1905303855.000000,18935177965.000000,399649996.000000,,,399649996.000000,,82935729979.000000,104175861795.000000,,,5508287007.000000,2761138.000000,33746076246.000000,39257124391.000000,143432986186.000000,,,7242080300.000000,,7242080300.000000,,,,,,7242080300.000000,12550624.000000,,,,12550624.000000,12550624.000000,7254630924.000000,,100000000000.000000,19005644508.000000,17172710754.000000,16476136986.000000,696573768.000000,17172710754.000000,136178355262.000000,143432986186.000000,1000000000.000000
