Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Adjustment,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,7623408753.000000,-6408573200.000000,1214835553.000000,-588508624.000000,-588508624.000000,,-588508624.000000,626326929.000000,,,,,626326929.000000,-127937525.000000,498389404.000000,-15520562.000000,482868842.000000,498389404.000000,498389404.000000,,498389404.000000,482868842.000000,482868842.000000,,482868842.000000
12M 2017,76120234579.000000,-64826837776.000000,11293396803.000000,-4437343647.000000,-4437343647.000000,,-4437343647.000000,6856053156.000000,,,,,6856053156.000000,-1644629926.000000,5211423230.000000,6827026.000000,5218250256.000000,5211423230.000000,5211423230.000000,,5211423230.000000,5218250256.000000,5218250256.000000,,5218250256.000000
12M 2018,78503927811.000000,-63390695542.000000,15113232269.000000,-8801807990.000000,-8801807990.000000,,-8801807990.000000,6311424279.000000,,,,,6311424279.000000,-1505171639.000000,4806252640.000000,-10821479.000000,4795431161.000000,4806252640.000000,4806252640.000000,,4806252640.000000,4795431161.000000,4795431161.000000,,4795431161.000000
12M 2019,41376896578.000000,-29120030326.000000,12256866252.000000,-8848818876.000000,-8848818876.000000,,-8848818876.000000,3408047376.000000,,,,,3408047376.000000,-1112438356.000000,2295609020.000000,-2887479.000000,2292721541.000000,2295609020.000000,2295609020.000000,,2295609020.000000,2292721541.000000,2292721541.000000,,2292721541.000000
12M 2020,42370902184.000000,-29084744190.000000,13286157994.000000,-7593150863.000000,-7593150863.000000,,-7593150863.000000,5693007131.000000,394958048.000000,394958048.000000,,394958048.000000,6087965179.000000,-1270042345.000000,4817922834.000000,-2039981.000000,4815882853.000000,4817922834.000000,4817922834.000000,,4817922834.000000,4815882853.000000,4815882853.000000,,4815882853.000000
12M 2021,45700880268.000000,-36066055700.000000,9634824568.000000,-7574861163.000000,-7574861163.000000,,-7574861163.000000,2059963405.000000,18227370.000000,112551746.000000,-94324376.000000,18227370.000000,2078190775.000000,-430984076.000000,1647206699.000000,-5524524.000000,1641682175.000000,1647206699.000000,1647206699.000000,,1647206699.000000,1641682175.000000,1641682175.000000,,1641682175.000000
12M 2022,29316490133.000000,-23739356148.000000,5577133985.000000,-4912983040.000000,-4912983040.000000,,-4912983040.000000,664150945.000000,213968891.000000,199786654.000000,14182237.000000,213968891.000000,878119836.000000,-175909370.000000,702210466.000000,8688148.000000,710898614.000000,702210466.000000,702210466.000000,,702210466.000000,710898614.000000,710898614.000000,,710898614.000000
12M 2023,14685856864.000000,-11306380005.000000,3379476859.000000,-3287969502.000000,-3287969502.000000,,-3287969502.000000,91507357.000000,10513395.000000,13141743.000000,-2628348.000000,10513395.000000,102020752.000000,-30551900.000000,71468852.000000,351748066.000000,423216918.000000,71468852.000000,71468852.000000,,71468852.000000,423216918.000000,423216918.000000,,423216918.000000
12M 2024,19040922324.000000,-15303583160.000000,3737339164.000000,-3660907203.000000,-3660907203.000000,,-3660907203.000000,76431961.000000,88727383.000000,8706875.000000,80020508.000000,88727383.000000,165159344.000000,-74923083.000000,90236261.000000,-1200414.000000,89035847.000000,90236261.000000,90236261.000000,,90236261.000000,89035847.000000,89035847.000000,,89035847.000000
