Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.12,356.68,1.15,348.56,405 B,0 B,406 B,(916 B),"2,918 B"
12M 2009,3.06,424.42,3.26,398.69,340 B,1 B,341 B,"(1,222 B)","3,128 B"
12M 2010,6.14,529.12,6.43,505.73,25 B,1 B,25 B,"(1,877 B)","3,891 B"
12M 2011,5.56,611.93,5.77,588.99,140 B,0 B,141 B,"(2,151 B)","4,326 B"
12M 2012,7.63,138.91,8.02,132.20,205 B,0 B,205 B,"(1,655 B)","4,550 B"
12M 2013,7.23,172.98,7.59,164.76,584 B,,584 B,(843 B),"4,857 B"
12M 2014,9.14,200.15,9.57,191.15,252 B,44 B,296 B,"(1,598 B)","5,735 B"
12M 2015,5.91,223.26,6.16,214.40,268 B,131 B,399 B,"(2,320 B)","6,383 B"
12M 2016,5.96,254.06,6.17,245.53,149 B,134 B,283 B,"(2,612 B)","7,255 B"
12M 2017,5.96,283.32,6.16,274.37,173 B,145 B,318 B,"(2,466 B)","7,817 B"
12M 2018,4.87,311.97,5.02,302.72,97 B,260 B,357 B,"(2,796 B)","8,362 B"
12M 2019,4.78,339.05,4.99,324.92,169 B,648 B,817 B,"(2,223 B)","8,645 B"
12M 2020,3.99,371.32,4.14,357.24,344 B,723 B,"1,067 B","(4,141 B)","9,899 B"
12M 2021,3.87,417.70,4.10,393.53,70 B,490 B,560 B,"(5,656 B)","12,178 B"
12M 2022,4.81,434.88,5.19,402.77,829 B,287 B,"1,116 B","(2,833 B)","12,279 B"
12M 2023,3.52,456.93,3.84,419.00,279 B,301 B,580 B,"(2,653 B)","12,675 B"
12M 2024,2.80,486.16,3.11,436.76,323 B,197 B,519 B,"(4,204 B)","13,002 B"
