Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.26,226.44,0.26,226.44,11 B,,11 B,10 B,105 B
12M 2009,0.53,112.46,0.53,112.46,8 B,,8 B,7 B,129 B
12M 2010,0.54,112.08,0.54,112.08,2 B,,2 B,1 B,129 B
12M 2011,0.63,111.98,0.63,111.98,2 B,1 B,3 B,2 B,129 B
12M 2012,1.82,112.76,1.82,112.76,,1 B,1 B,(4 B),125 B
12M 2013,0.99,289.20,0.99,289.20,18 B,,18 B,17 B,"1,580 B"
12M 2014,2.09,287.67,2.09,287.67,,,,(6 B),"1,520 B"
12M 2015,2.16,286.90,2.16,286.90,,,,(2 B),"1,543 B"
12M 2016,0.47,287.75,0.47,287.75,,,,(2 B),"1,421 B"
12M 2017,0.28,285.74,0.28,285.74,,,,(1 B),"1,422 B"
12M 2018,0.46,284.76,0.46,284.76,,,,(1 B),"1,434 B"
12M 2019,0.40,283.79,0.40,283.79,,,,(1 B),"1,436 B"
12M 2020,0.40,283.47,0.40,283.47,,,,(1 B),"1,436 B"
