Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Investasi Jangka Panjang,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Bank,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,754395173.000000,,,,,,2500000.000000,2500000.000000,2500000.000000,,98188.000000,756993361.000000,,,,21919146.000000,,,21919146.000000,778912507.000000,,,118248550.000000,,,,,,86910474.000000,,86910474.000000,,31338076.000000,,,,,,,118248550.000000,5831928.000000,,,,,,5831928.000000,5831928.000000,124080478.000000,,525000000.000000,,129832029.000000,,129832029.000000,129832029.000000,,,654832029.000000,778912507.000000,5250000.000000
12M 2021,,,36106296295.000000,2506500000.000000,3883599378.000000,1823548974.000000,2060050404.000000,3883599378.000000,71726543.000000,71726543.000000,71726543.000000,,70897237.000000,42639019453.000000,,81997906.000000,775000000.000000,4004924173.000000,6484801879.000000,505250000.000000,11851973958.000000,54490993411.000000,,,1994223655.000000,,435325857.000000,15833333.000000,451159190.000000,,,9506712.000000,9506712.000000,,753331843.000000,202411301.000000,,,457814609.000000,457814609.000000,120000000.000000,1994223655.000000,477496780.000000,5152200.000000,,,21663661.000000,21663661.000000,450680919.000000,477496780.000000,2471720435.000000,,20850000000.000000,26756374311.000000,4057221041.000000,,4057221041.000000,4057221041.000000,355677624.000000,,52019272976.000000,54490993411.000000,1042500000.000000
12M 2022,,,27075935225.000000,4824356454.000000,3832032497.000000,1071393379.000000,2760639118.000000,3832032497.000000,221941170.000000,221941170.000000,221941170.000000,,51338134.000000,36005603480.000000,,423699103.000000,2575025750.000000,6958650164.000000,10424709300.000000,750000000.000000,21132084317.000000,57137687797.000000,,,1045503539.000000,,,,,,,16539226.000000,16539226.000000,,548149978.000000,428517040.000000,,,21663661.000000,21663661.000000,30633634.000000,1045503539.000000,360442592.000000,9613650.000000,,,,,350828942.000000,360442592.000000,1405946131.000000,,20850000000.000000,26756374311.000000,7759665937.000000,200000000.000000,7559665937.000000,7759665937.000000,365701418.000000,,55731741666.000000,57137687797.000000,1042500000.000000
12M 2023,,,16184126311.000000,2021709001.000000,7295993513.000000,1997680305.000000,5298313208.000000,7295993513.000000,218491059.000000,218491059.000000,218491059.000000,,450121456.000000,26170441340.000000,,689920500.000000,5075725750.000000,15444706087.000000,9559566499.000000,1120000000.000000,31889918836.000000,58060360176.000000,,,1389976394.000000,,22477500.000000,390100.000000,22867600.000000,,11869755.000000,69581927.000000,81451682.000000,,359344006.000000,438544565.000000,,,487768541.000000,487768541.000000,,1389976394.000000,558458557.000000,128236733.000000,,,,,430221824.000000,558458557.000000,1948434951.000000,,20850000000.000000,26756374311.000000,8063076387.000000,400000000.000000,7663076387.000000,8063076387.000000,370835790.000000,71638737.000000,56111925225.000000,58060360176.000000,1042500000.000000
12M 2024,,,11219131031.000000,8152702757.000000,12744968812.000000,4269064333.000000,8475904479.000000,12744968812.000000,1613427612.000000,1613427612.000000,1613427612.000000,,230947940.000000,33961178152.000000,,687538664.000000,6050725750.000000,16335110387.000000,10239449792.000000,279148800.000000,33591973393.000000,67553151545.000000,,,5175113133.000000,,,566819533.000000,566819533.000000,,26260714.000000,78727958.000000,104988672.000000,1496432371.000000,777145046.000000,500548182.000000,,314285712.000000,,314285712.000000,1414893617.000000,5175113133.000000,2715847350.000000,323150214.000000,1859523812.000000,,,1859523812.000000,533173324.000000,2715847350.000000,7890960483.000000,,20850000000.000000,26756374311.000000,11297168574.000000,600000000.000000,10697168574.000000,11297168574.000000,375187787.000000,383460390.000000,59662191062.000000,67553151545.000000,1042500000.000000
