Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.70,1624.23,0.70,1623.43,240 B,747 B,987 B,671 B,915 B
12M 2009,2.18,2063.38,2.18,2062.76,250 B,698 B,948 B,626 B,986 B
12M 2010,4.14,2597.62,4.14,2597.18,185 B,"1,138 B","1,323 B",851 B,"1,645 B"
12M 2011,4.63,3082.95,4.63,3082.95,684 B,"2,124 B","2,808 B","2,483 B","2,250 B"
12M 2012,5.13,3902.68,5.13,3902.68,770 B,"3,017 B","3,787 B","2,447 B","3,389 B"
12M 2013,6.04,4307.48,6.04,4307.48,"1,119 B","2,754 B","3,873 B","2,012 B","3,798 B"
12M 2014,4.66,4481.46,4.66,4481.46,"1,977 B","2,626 B","4,603 B","3,890 B","3,394 B"
12M 2015,5.37,5677.27,5.37,5677.27,"1,348 B","2,461 B","3,808 B","2,126 B","4,303 B"
12M 2016,6.01,273.79,6.01,273.79,"2,002 B","2,074 B","4,076 B","2,533 B","4,856 B"
12M 2017,6.29,321.40,6.29,321.40,"2,228 B","2,226 B","4,454 B","2,252 B","6,201 B"
12M 2018,7.02,373.13,7.02,373.13,"2,630 B","3,377 B","6,007 B","3,512 B","7,883 B"
12M 2019,4.74,432.17,4.74,432.17,"1,422 B","4,386 B","5,808 B","2,826 B","9,050 B"
12M 2020,5.50,492.47,5.50,492.47,"1,010 B","3,614 B","4,625 B",847 B,"9,363 B"
12M 2021,4.10,497.29,4.10,497.29,"3,118 B","1,845 B","4,963 B","1,954 B","7,399 B"
12M 2022,4.43,564.81,4.43,564.81,"2,629 B","2,811 B","5,440 B","2,178 B","9,136 B"
12M 2023,3.70,672.65,3.70,672.65,729 B,"3,533 B","4,263 B",106 B,"10,726 B"
12M 2024,3.70,752.31,3.70,752.31,"3,825 B","4,123 B","7,948 B","3,347 B","12,218 B"
