Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.57,157.65,0.57,157.65,97 B,,97 B,96 B,48 B
12M 2009,0.61,157.85,0.61,157.85,96 B,,96 B,96 B,51 B
12M 2010,0.77,130.65,0.77,130.65,98 B,,98 B,98 B,34 B
12M 2011,-32.68,-3.06,-32.68,-3.06,4 B,70 B,74 B,74 B,(6 B)
12M 2012,13.26,4.60,13.26,4.60,4 B,70 B,74 B,73 B,2 B
12M 2013,2.04,28.93,2.04,28.93,,70 B,70 B,69 B,5 B
12M 2014,2.18,29.36,2.18,29.36,,70 B,70 B,69 B,9 B
12M 2015,1.82,29.72,1.82,29.72,,70 B,70 B,68 B,13 B
12M 2016,4.96,10.68,4.96,10.68,,,,(1 B),(52 B)
12M 2017,0.54,145.62,0.54,145.62,,,,(0 B),21 B
12M 2018,0.57,149.54,0.57,149.54,2 B,,2 B,(1 B),26 B
12M 2019,1.14,63.06,1.14,63.06,,,,(5 B),28 B
12M 2020,1.09,61.75,1.09,61.75,,,,(6 B),30 B
12M 2021,3.06,60.49,3.06,60.49,,,,(5 B),30 B
12M 2022,4.37,57.23,4.37,57.23,,,,(3 B),28 B
12M 2023,1.58,57.42,1.58,57.42,,,,(9 B),26 B
12M 2024,2.34,58.05,2.34,58.05,,,,(9 B),26 B
