Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,2.78,1081.33,2.78,1081.33,6 B,1 B,6 B,(205 B),76 B
12M 2009,3.52,1432.17,3.52,1432.17,5 B,2 B,6 B,(368 B),173 B
12M 2010,4.96,1796.45,4.96,1796.45,3 B,3 B,5 B,(369 B),231 B
12M 2011,5.51,1804.28,5.51,1804.28,1 B,197 B,198 B,(360 B),336 B
12M 2012,5.58,2151.80,5.58,2151.80,4 B,201 B,205 B,(363 B),349 B
12M 2013,3.44,551.83,3.44,551.83,5 B,200 B,205 B,(435 B),377 B
12M 2014,3.51,598.04,3.51,598.04,9 B,205 B,215 B,(431 B),441 B
12M 2015,2.06,558.82,2.06,558.82,208 B,4 B,212 B,(442 B),207 B
12M 2016,2.45,613.10,2.45,613.10,9 B,199 B,208 B,(584 B),536 B
12M 2017,2.22,648.36,2.22,648.36,5 B,198 B,204 B,(592 B),592 B
12M 2018,2.16,772.12,2.16,772.12,9 B,200 B,208 B,(780 B),647 B
12M 2019,3.07,831.81,3.07,831.81,10 B,205 B,215 B,(647 B),556 B
12M 2020,3.49,312.43,3.49,312.43,385 B,0 B,385 B,(498 B),83 B
12M 2021,4.23,230.36,4.23,230.36,293 B,204 B,498 B,(103 B),(183 B)
12M 2022,3.08,265.90,3.08,265.90,510 B,206 B,716 B,167 B,(335 B)
12M 2023,4.08,181.41,4.08,181.41,651 B,255 B,906 B,697 B,"(1,024 B)"
12M 2024,9.12,32.01,9.12,32.01,683 B,355 B,"1,038 B",974 B,"(1,675 B)"
