Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.48,760.69,1.48,760.69,173 B,313 B,485 B,376 B,540 B
12M 2009,4.00,827.43,4.00,827.43,209 B,167 B,376 B,317 B,364 B
12M 2010,12.32,953.80,12.32,953.80,438 B,292 B,729 B,665 B,196 B
12M 2011,2.31,244.91,2.31,244.91,672 B,557 B,"1,229 B",899 B,(382 B)
12M 2012,1.83,236.11,1.83,236.11,"1,347 B","1,007 B","2,354 B","2,241 B",(362 B)
12M 2013,1.78,139.90,1.78,139.90,"1,608 B","1,144 B","2,752 B","2,557 B",(853 B)
12M 2014,0.69,385.72,0.69,385.72,"1,257 B","1,518 B","2,775 B","2,499 B",(711 B)
12M 2015,0.93,279.49,0.93,279.49,"1,483 B","2,296 B","3,779 B","3,636 B",(333 B)
12M 2016,1.52,220.59,1.52,220.59,941 B,"2,265 B","3,206 B","3,069 B",(295 B)
12M 2017,3.10,138.24,3.10,138.24,"1,253 B","1,757 B","3,009 B","2,874 B",(710 B)
12M 2018,12.32,39.60,12.32,39.60,970 B,"2,512 B","3,482 B","3,343 B",408 B
12M 2019,-5.61,-88.78,-5.61,-88.78,150 B,"3,083 B","3,233 B","3,158 B",412 B
12M 2020,-0.56,-338.81,-0.56,-338.81,"2,486 B",682 B,"3,168 B","3,130 B","(2,402 B)"
12M 2021,-0.15,-454.26,-0.15,-454.26,"2,454 B",655 B,"3,110 B","3,079 B","(2,638 B)"
12M 2022,-0.15,-503.79,-0.15,-503.79,59 B,"3,271 B","3,330 B","3,227 B",(27 B)
12M 2023,-0.10,-517.37,-0.10,-517.37,113 B,"3,239 B","3,352 B","3,252 B",5 B
12M 2024,-0.02,-542.98,-0.02,-542.98,136 B,"3,230 B","3,366 B","3,249 B",(93 B)
