Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Investasi Jangka Pendek,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Pada Entitas Asosiasi,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Utang Pihak Berelasi,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,91298790133.000000,301916489905.000000,8717500.000000,301907772405.000000,301916489905.000000,285350687.000000,10000000.000000,275350687.000000,285350687.000000,,194722009796.000000,70178387284.000000,658401027805.000000,,41910882906.000000,603650727041.000000,11688631656.000000,27493140498.000000,684743382101.000000,1343144409906.000000,,,618652836375.000000,151328549872.000000,,,295026725192.000000,295026725192.000000,,,9093969288.000000,9093969288.000000,32609840290.000000,32555874440.000000,22666078908.000000,,58356782680.000000,405940555.000000,1228562319.000000,59991285554.000000,15380512831.000000,618652836375.000000,332667765574.000000,,278907289498.000000,332303318.000000,271485456.000000,279511078272.000000,,53156687302.000000,332667765574.000000,951320601949.000000,,40000000000.000000,67328000000.000000,258544430665.000000,,,258544430665.000000,32594584530.000000,-6643207238.000000,391823807957.000000,1343144409906.000000,40000.000000
12M 2019,,,61091853464.000000,332976424413.000000,8525000.000000,332967899413.000000,332976424413.000000,23329258.000000,10000000.000000,13329258.000000,23329258.000000,,174732913017.000000,90939019871.000000,659763540023.000000,,58224865555.000000,756492361609.000000,13088268331.000000,27555065710.000000,855360561205.000000,1515124101228.000000,,,655221724532.000000,138353810277.000000,,,289907437258.000000,289907437258.000000,,,79456839672.000000,79456839672.000000,34419796945.000000,24914678351.000000,20000000000.000000,,64211105450.000000,250845555.000000,271485456.000000,64733436461.000000,3435725568.000000,655221724532.000000,319335191560.000000,,258648792437.000000,81457748.000000,,258730250185.000000,,60604941375.000000,319335191560.000000,974556916092.000000,,40000000000.000000,67442500000.000000,411572108353.000000,,,411572108353.000000,35601698831.000000,-14049122048.000000,540567185136.000000,1515124101228.000000,40000.000000
12M 2020,,,68567118264.000000,225301457857.000000,15675000.000000,225285782857.000000,225301457857.000000,551052405.000000,21866875.000000,529185530.000000,551052405.000000,,184260348285.000000,189607633200.000000,668287610011.000000,,89965463519.000000,808504951344.000000,14741629099.000000,37682284902.000000,950894328864.000000,1619181938875.000000,,,698227133008.000000,153146977716.000000,,,273059131391.000000,273059131391.000000,,20620361466.000000,19406302757.000000,40026664223.000000,28871212934.000000,10227406394.000000,20000000000.000000,,96014655806.000000,76791070.000000,1485209365.000000,97576656241.000000,75319084109.000000,698227133008.000000,388755726939.000000,,312481814221.000000,,2925319089.000000,315407133310.000000,,73348593629.000000,388755726939.000000,1086982859947.000000,,40000000000.000000,67442500000.000000,415673521741.000000,,,415673521741.000000,23132179235.000000,-14049122048.000000,532199078928.000000,1619181938875.000000,40000.000000
12M 2021,,,415255737745.000000,479189460257.000000,76450000.000000,479113010257.000000,479189460257.000000,20125576926.000000,50604623.000000,20074972303.000000,20125576926.000000,20054660181.000000,320930270086.000000,90498373494.000000,1346054078689.000000,,93064737039.000000,837848195573.000000,12894146327.000000,247066975860.000000,1190874054799.000000,2536928133488.000000,,,1098095960354.000000,200106552099.000000,,,464366263876.000000,464366263876.000000,,,104520433673.000000,104520433673.000000,31169940337.000000,58450199493.000000,,,124191773065.000000,,2240747075.000000,126432520140.000000,113050050736.000000,1098095960354.000000,356715255349.000000,,296578889312.000000,,2508694014.000000,299087583326.000000,,57627672023.000000,356715255349.000000,1454811215703.000000,,470588230000.000000,338579284968.000000,304300145019.000000,,,304300145019.000000,8140272357.000000,-39491014559.000000,1082116917785.000000,2536928133488.000000,4705882300.000000
12M 2022,,,195135716984.000000,631054170408.000000,285043560.000000,630769126848.000000,631054170408.000000,4648162031.000000,4189372175.000000,458789856.000000,4648162031.000000,,431715862274.000000,98038938459.000000,1360592850156.000000,,133610290828.000000,937468756482.000000,11563992864.000000,239757727912.000000,1322400768086.000000,2682993618242.000000,,,1055491419912.000000,189568160243.000000,,,511075969433.000000,511075969433.000000,,632876000.000000,49108650335.000000,49741526335.000000,42765686260.000000,57718251937.000000,,,161250149478.000000,,3113346871.000000,164363496349.000000,40258329355.000000,1055491419912.000000,225315839409.000000,,159394634511.000000,,2032973696.000000,161427608207.000000,,63888231202.000000,225315839409.000000,1280807259321.000000,,470588230000.000000,338579284968.000000,622909428713.000000,,,622909428713.000000,12172414007.000000,-42062998767.000000,1402186358921.000000,2682993618242.000000,4705882300.000000
12M 2023,,,378549982434.000000,622416381688.000000,118546890.000000,622297834798.000000,622416381688.000000,2306823861.000000,61973378.000000,2244850483.000000,2306823861.000000,,416441309541.000000,86131671327.000000,1505846168851.000000,,168285555129.000000,1511246343961.000000,25127724101.000000,175035769736.000000,1879695392927.000000,3385541561778.000000,,,936752912950.000000,124407755131.000000,,,525145202522.000000,525145202522.000000,,454116000.000000,58285391379.000000,58739507379.000000,63254029498.000000,61372239540.000000,,,93227742895.000000,,2032973696.000000,95260716591.000000,8573462289.000000,936752912950.000000,418461316349.000000,,292202488399.000000,,,292202488399.000000,4060186960.000000,122198640990.000000,418461316349.000000,1355214229299.000000,,470588230000.000000,338579284968.000000,1136006738197.000000,3000000000.000000,1133006738197.000000,1136006738197.000000,127216078081.000000,-42062998767.000000,2030327332479.000000,3385541561778.000000,4705882300.000000
12M 2024,,,401760683051.000000,774310703851.000000,27587886831.000000,746722817020.000000,774310703851.000000,14412314189.000000,12531597995.000000,1880716194.000000,14412314189.000000,,470720446295.000000,109669450049.000000,1770873597435.000000,,204658262987.000000,1677046474568.000000,20543136905.000000,168367231283.000000,2070615105743.000000,3841488703178.000000,,,999790055013.000000,101878544752.000000,,,592126439180.000000,592126439180.000000,,454116000.000000,54529059855.000000,54983175855.000000,64834334466.000000,36076375887.000000,,,107246713166.000000,,,107246713166.000000,42644471707.000000,999790055013.000000,373563725582.000000,,266089688950.000000,,,266089688950.000000,12140989553.000000,95333047079.000000,373563725582.000000,1373353780595.000000,,470588230000.000000,338579284968.000000,1560017540969.000000,,,1560017540969.000000,140999609748.000000,-42049743102.000000,2468134922583.000000,3841488703178.000000,4705882300.000000
