Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,2452403275598.000000,-2085113285057.000000,367289990541.000000,-151626960095.000000,-33754250234.000000,-140006613783.000000,22133903922.000000,-151626960095.000000,215663030446.000000,-47203698255.000000,1796369627.000000,-49000067882.000000,-47203698255.000000,168459332191.000000,-44331732695.000000,-47366663783.000000,3034931088.000000,-44331732695.000000,124127599496.000000,5867226796.000000,129994826292.000000,124127599496.000000,124127599496.000000,,124127599496.000000,129994826292.000000,129994826292.000000,,129994826292.000000
12M 2019,2729392586717.000000,-2277624432254.000000,451768154463.000000,-171485574216.000000,-37139369274.000000,-167143096537.000000,32796891595.000000,-171485574216.000000,280282580247.000000,-47042170425.000000,1899558877.000000,-48941729302.000000,-47042170425.000000,233240409822.000000,-58951386632.000000,-61068912250.000000,2117525618.000000,-58951386632.000000,174289023190.000000,2153666828.000000,176442690018.000000,174289023190.000000,174289023190.000000,,174289023190.000000,176442690018.000000,176442690018.000000,,176442690018.000000
12M 2020,1874639936352.0,-1653656663130.0,220983273222.0,-153554553600.0,-30723106736.0,-141492786941.0,18661340077.0,-153554553600.0,67428719622.0,-51442623019.0,2209496134.0,-53652119153.0,-51442623019.0,15986096603.0,-8041272902.0,-7506569517.0,-534703385.0,-8041272902.0,7944823701.0,-16312929909.0,-8368106208.0,7944823701.0,18905959594.0,-10961135893.0,7944823701.0,-8368106208.0,4101413388.0,-12469519596.0,-8368106208.0
12M 2021,2913262716998.0,-2461253467099.0,452009249899.0,-31793567566.0,-36678223456.0,-140658274282.0,145542930172.0,-31793567566.0,420215682333.0,-52235307537.0,1347552337.0,-53582859874.0,-52235307537.0,367980374796.0,-62597981644.0,-60117511080.0,-2480470564.0,-62597981644.0,305382393152.0,-2189569263.0,303192823889.0,305382393152.0,301143099395.0,4239293757.0,305382393152.0,303192823889.0,298626623278.0,4566200611.0,303192823889.0
12M 2022,3905415064469.0,-3291413236697.0,614001827772.0,-80745007855.0,-44848819974.0,-190299185232.0,154402997351.0,-80745007855.0,533256819917.0,-38891497439.0,4231768745.0,-43123266184.0,-38891497439.0,494365322478.0,-97495487668.0,-94700125520.0,-2795362148.0,-97495487668.0,396869834810.0,-5249490967.0,391620343843.0,396869834810.0,394166928317.0,2702906493.0,396869834810.0,391620343843.0,389056341724.0,2564002119.0,391620343843.0
12M 2023,5541170674297.0,-4568514846159.0,972655828138.0,-170236111365.0,-74564229561.0,-259371717035.0,163699835231.0,-170236111365.0,802419716773.0,-33351123526.0,7564873395.0,-40915996921.0,-33351123526.0,769068593247.0,-143559909111.0,-141174323476.0,-2385585635.0,-143559909111.0,625508684136.0,-188052263.0,625320631873.0,625508684136.0,611751803594.0,13756880542.0,625508684136.0,625320631873.0,611638484846.0,13682147027.0,625320631873.0
12M 2024,5507649677994.0,-4504634796639.0,1003014881355.0,-234048735505.0,-79357040619.0,-274450071606.0,119758376720.0,-234048735505.0,768966145850.0,-26562635458.0,11112756182.0,-37675391640.0,-26562635458.0,742403510392.0,-149342859750.0,-141408282840.0,-7934576910.0,-149342859750.0,593060650642.0,16772882028.0,609833532670.0,593060650642.0,579289220856.0,13771429786.0,593060650642.0,609833532670.0,595301307778.0,14532224892.0,609833532670.0
