Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,176 B,(126 B),50 B,1261937.23
12M 2019,236 B,(226 B),10 B,241860.38
12M 2020,228 B,(319 B),(91 B),-2264605.56
12M 2021,244 B,(418 B),(173 B),-36.81
12M 2022,269 B,(426 B),(157 B),-33.34
12M 2023,847 B,(441 B),406 B,86.32
12M 2024,643 B,(424 B),220 B,46.66
