Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,1.78,1.28,0.52,2.36,0.0,0.0,-0.25,0.22,1.36
12M 2022,13.4,7.37,0.02,1.09,0.0,0.0,-0.06,0.02,0.09
12M 2023,145.13,50.31,0.0,1.01,0.0,0.0,-0.1,0.0,0.01
12M 2024,20.42,7.4,0.04,1.05,0.0,0.0,-0.04,0.04,0.05
