Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2021,,,,,,,,,,,,,1.56,,1.78
12M 2022,97.79,295.91,,393.7,3.73,,1.23,,41.0,,1.19,,0.97,,13.4
12M 2023,133.8,575.42,,709.22,2.73,,0.63,,8.36,,0.68,,0.6,,145.13
12M 2024,116.15,682.46,,798.61,3.14,,0.53,,5.13,,0.52,,0.66,,20.42
