Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,(4 B),,(4 B),-375808.48
12M 2022,(8 B),(2 B),(9 B),-11.71
12M 2023,(13 B),(6 B),(19 B),-5.93
12M 2024,(2 B),(1 B),(3 B),-1.04
