Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,233616.43,0.00,0.00,,13.51%,31.85%,70.26%,
12M 2022,0.80 B,17.39,0.00,0.00,,35.15%,38.38%,67.09%,
12M 2023,3.20 B,3.02,14.57,3.75,,13.64%,13.83%,19.72%,
12M 2024,3.20 B,2.65,13.21,2.84,,10.32%,10.82%,12.99%,
