Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2021,0.00,733582.93,0.00,733582.93,4 B,,4 B,(2 B),8 B
12M 2022,0.00,45.30,0.00,45.30,1 B,0 B,1 B,(2 B),35 B
12M 2023,2.02,21.82,2.02,21.82,0 B,,0 B,(7 B),63 B
12M 2024,1.43,24.47,1.43,24.47,3 B,,3 B,(3 B),60 B
