Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Properti Investasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Pajak,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,2160477804.000000,,771000000.000000,771000000.000000,771000000.000000,,,,79546207353.000000,1849500000.000000,84327185157.000000,,95025000.000000,,22940000000.000000,23035025000.000000,107362210157.000000,,,4503358863.000000,,982772101.000000,982772101.000000,3303823448.000000,40000000.000000,176763314.000000,4503358863.000000,57674101.000000,,57674101.000000,57674101.000000,4561032964.000000,,70000000000.000000,29004000000.000000,3630427478.000000,,,3630427478.000000,,166749715.000000,102801177193.000000,107362210157.000000,3500000000.000000
12M 2020,,,727017000.000000,,957658426.000000,957658426.000000,957658426.000000,3406416781.000000,3406416781.000000,3406416781.000000,77753213969.000000,18007282052.000000,100851588228.000000,,63350000.000000,,155105529044.000000,155168879044.000000,256020467272.000000,,,4286132239.000000,,821296889.000000,821296889.000000,2499485495.000000,839013468.000000,126336387.000000,4286132239.000000,82472431.000000,,82472431.000000,82472431.000000,4368604670.000000,,96000000000.000000,152342589333.000000,3117548754.000000,960000000.000000,2157548754.000000,3117548754.000000,,191724515.000000,251651862602.000000,256020467272.000000,4800000000.000000
12M 2021,,,6816720959.000000,,1068891311.000000,1068891311.000000,1068891311.000000,145000000.000000,145000000.000000,145000000.000000,72722602339.000000,17837196761.000000,98590411370.000000,,31675000.000000,,156068790038.000000,156100465038.000000,254690876408.000000,,,3761316460.000000,,840461292.000000,840461292.000000,2439004915.000000,292699999.000000,189150254.000000,3761316460.000000,110898051.000000,,110898051.000000,110898051.000000,3872214511.000000,,96000320400.000000,152345472933.000000,2023330924.000000,960000000.000000,1063330924.000000,2023330924.000000,245708954.000000,203828686.000000,250818661897.000000,254690876408.000000,4800000001.000000
12M 2022,,,2569066088.000000,,407565686.000000,407565686.000000,407565686.000000,3775365738.000000,3775365738.000000,3775365738.000000,75445101009.000000,13622286538.000000,95819385059.000000,,,1551666667.000000,156065894168.000000,157617560835.000000,253436945894.000000,,,2233986198.000000,,710875000.000000,710875000.000000,727765404.000000,574540000.000000,220805794.000000,2233986198.000000,2415459206.000000,,2415459206.000000,2415459206.000000,4649445404.000000,,96000320400.000000,152345472933.000000,212647881.000000,960000000.000000,-747352119.000000,212647881.000000,,229059276.000000,248787500490.000000,253436945894.000000,4800016020.000000
12M 2023,,,1049620098.000000,,252000000.000000,252000000.000000,252000000.000000,3770028275.000000,3770028275.000000,3770028275.000000,68860936134.000000,13438326733.000000,87370911240.000000,,,8302471169.000000,156018223298.000000,164320694467.000000,251691605707.000000,,,1684976985.000000,,712095720.000000,712095720.000000,473321454.000000,234632799.000000,264927012.000000,1684976985.000000,2451818982.000000,,2451818982.000000,2451818982.000000,4136795967.000000,,96000320400.000000,152345472933.000000,-998533888.000000,960000000.000000,-1958533888.000000,-998533888.000000,,207550295.000000,247554809740.000000,251691605707.000000,4800016020.000000
12M 2024,,,340663919.000000,,,,,3580961072.000000,3580961072.000000,3580961072.000000,71188536134.000000,13218719285.000000,88328880410.000000,,,6192471173.000000,156217476635.000000,162409947808.000000,250738828218.000000,,,1691153308.000000,,712085908.000000,712085908.000000,469659090.000000,240725000.000000,268683310.000000,1691153308.000000,2383502080.000000,,2383502080.000000,2383502080.000000,4074655388.000000,,96000320400.000000,152345472933.000000,-1905760920.000000,960000000.000000,-2865760920.000000,-1905760920.000000,,224140417.000000,246664172830.000000,250738828218.000000,4800016020.000000
