Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,0.00,29.37,0.00,29.37,,,,(2 B),80 B
12M 2020,1.95,52.43,1.95,52.43,,,,(1 B),97 B
12M 2021,0.96,52.20,0.96,52.20,,,,(7 B),95 B
12M 2022,1.25,51.83,1.25,51.83,,,,(3 B),94 B
12M 2023,1.53,51.57,1.53,51.57,,,,(1 B),86 B
12M 2024,2.88,51.39,2.88,51.39,,,,(0 B),87 B
