Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,4 B,(0 B),4 B,1.23
12M 2020,(154 B),,(154 B),-32.06
12M 2021,3 B,,3 B,0.54
12M 2022,(0 B),,(0 B),-0.08
12M 2023,(2 B),,(2 B),-0.32
12M 2024,(1 B),,(1 B),-0.19
