Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.00,4121.59,0.00,4121.59,75 B,966 B,"1,041 B",700 B,262 B
12M 2009,0.00,8563.81,0.00,8563.81,"1,674 B",0 B,"1,675 B","1,286 B",(374 B)
12M 2010,2.05,187.86,2.05,187.86,"1,944 B",1 B,"1,946 B",76 B,"1,364 B"
12M 2011,1.66,210.51,1.66,210.51,"2,240 B","1,189 B","3,429 B","1,595 B",932 B
12M 2012,1.51,245.14,1.51,245.14,864 B,"3,621 B","4,485 B","2,260 B","2,428 B"
12M 2013,0.77,280.75,0.77,279.27,823 B,"4,635 B","5,458 B","2,281 B","3,538 B"
12M 2014,1.07,314.28,1.07,312.80,442 B,"6,044 B","6,486 B","2,150 B","4,960 B"
12M 2015,1.01,332.16,1.01,330.68,"1,241 B","5,075 B","1,241 B","3,422 B","2,740 B"
12M 2016,0.57,366.26,0.58,364.78,"1,708 B","4,806 B",,"5,340 B",519 B
12M 2017,0.46,453.57,0.46,452.01,"2,037 B","7,196 B","9,233 B","6,936 B","2,213 B"
12M 2018,0.33,457.68,0.33,456.12,"3,089 B","7,318 B","10,406 B","9,560 B",437 B
12M 2019,0.36,487.92,0.36,486.35,977 B,"9,000 B","9,977 B","9,128 B","3,261 B"
12M 2020,0.50,376.43,0.50,375.09,794 B,"9,269 B","10,063 B","9,219 B","5,518 B"
12M 2021,0.35,344.24,0.36,342.90,"2,386 B","7,766 B","10,152 B","9,090 B","4,645 B"
12M 2022,0.36,423.42,0.36,422.09,905 B,"7,558 B","8,462 B","7,363 B","5,532 B"
12M 2023,0.27,471.21,0.27,469.87,"4,507 B","3,005 B","7,512 B","6,744 B","2,573 B"
12M 2024,0.19,495.55,0.19,494.21,"1,087 B","4,548 B","5,635 B","4,651 B","6,400 B"
