Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,175 B,(14 B),160 B,8011192.55
12M 2020,279 B,(50 B),229 B,25426498.35
12M 2021,505 B,(83 B),422 B,36.73
12M 2022,93 B,(36 B),57 B,2.10
12M 2023,134 B,(118 B),16 B,0.60
12M 2024,352 B,(97 B),255 B,9.41
