Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,9.02,7.49,0.0,1.18,0.0,0.0,-0.56,0.0,0.17
12M 2020,4.79,3.88,0.17,1.51,0.0,0.0,-0.57,0.11,0.5
12M 2021,5.46,3.96,0.13,1.41,0.0,0.0,-0.47,0.09,0.39
12M 2022,9.4,7.14,0.08,1.23,0.0,0.0,-0.33,0.06,0.21
12M 2023,15.04,10.6,0.07,1.16,0.0,0.0,-0.43,0.06,0.15
12M 2024,7.66,5.49,0.06,1.15,0.0,0.0,-0.43,0.06,0.13
