Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Aset Tetap,Deposito Berjangka,Investasi Jangka Panjang,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Pembiayaan Konsumen,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembelian Aset Tetap,Surat Berharga Jangka Menengah,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Utang Pembelian Aset Tetap,Surat Berharga Jangka Menengah,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,316213680561.000000,,118854704157.000000,97379821372.000000,21474882785.000000,118854704157.000000,131014867.000000,,131014867.000000,131014867.000000,93555247812.000000,24531158709.000000,553285806106.000000,,,,,103577917796.000000,,690000000.000000,4459451640.000000,57875000.000000,108785244436.000000,662071050542.000000,,,61357368813.000000,,146015426.000000,17844954331.000000,17990969757.000000,,4277627438.000000,351838374.000000,4629465812.000000,9435618651.000000,27399080061.000000,,,,,,1895812042.000000,1895812042.000000,6422490.000000,61357368813.000000,34912905411.000000,,,,,,,,850574447.000000,850574447.000000,,,34062330964.000000,34912905411.000000,96270274224.000000,,10000000000.000000,-152439103950.000000,703481459784.000000,,703481459784.000000,703481459784.000000,4389339788.000000,369080696.000000,565800776318.000000,662071050542.000000,20000.000000
12M 2020,,,697028460447.000000,,299011633310.000000,148287680174.000000,150723953136.000000,299011633310.000000,5251805714.000000,4735473321.000000,516332393.000000,5251805714.000000,241672918599.000000,24808642050.000000,1267773460120.000000,,,,,133530158432.000000,,695703023.000000,4937068257.000000,9645761600.000000,148808691312.000000,1416582151432.000000,,,264418771775.000000,,120112502086.000000,50014495546.000000,170126997632.000000,,5649395662.000000,487886377.000000,6137282039.000000,60867080781.000000,19553274889.000000,,,,,,3169391850.000000,3169391850.000000,4564744584.000000,264418771775.000000,201595892283.000000,,,,,,,159277931176.000000,3055894738.000000,162333825914.000000,,,39262066369.000000,201595892283.000000,466014664058.000000,,4500000000.000000,-450858935910.000000,1388717247206.000000,,1388717247206.000000,1388717247206.000000,11705522410.000000,-3496346332.000000,950567487374.000000,1416582151432.000000,9000.000000
12M 2021,,,732840587505.000000,105000000000.000000,181838061017.000000,3180407674.000000,178657653343.000000,181838061017.000000,2166067922.000000,1252741951.000000,913325971.000000,2166067922.000000,411186379880.000000,57306201405.000000,1490337297729.000000,,,,,196911676131.000000,,5000000.000000,9570469679.000000,29575328304.000000,236062474114.000000,1726399771843.000000,,,272795932483.000000,,117180320737.000000,52008886771.000000,169189207508.000000,,9752672207.000000,724519767.000000,10477191974.000000,70988480832.000000,3890401694.000000,,,,,,15128482599.000000,15128482599.000000,3122167876.000000,272795932483.000000,208161512315.000000,,,,,,,159410389570.000000,12126481029.000000,171536870599.000000,,,36624641716.000000,208161512315.000000,480957444798.000000,,575000000000.000000,-455919264456.000000,1125909702335.000000,,1125909702335.000000,1125909702335.000000,21040194153.000000,-20588304987.000000,1245442327045.000000,1726399771843.000000,11500000000.000000
12M 2022,,,830548856770.000000,500000000000.000000,187045337719.000000,1410209600.000000,185635128119.000000,187045337719.000000,368107904.000000,7500000.000000,360607904.000000,368107904.000000,521915998440.000000,130930871358.000000,2170809172191.000000,,,,,216137506979.000000,,24482410000.000000,4805570682.000000,91084220686.000000,336509708347.000000,2507318880538.000000,,,230946309130.000000,,113073314236.000000,77908746197.000000,190982060433.000000,,1438501807.000000,28329100.000000,1466830907.000000,12240057458.000000,3265310399.000000,,,,,,21244650790.000000,21244650790.000000,1747399143.000000,230946309130.000000,206952104168.000000,,,,,,,159562027625.000000,18891218407.000000,178453246032.000000,,,28498858136.000000,206952104168.000000,437898413298.000000,,676471250000.000000,223188269200.000000,1161691631469.000000,120000000000.000000,1041691631469.000000,1161691631469.000000,25052800359.000000,-16983483788.000000,2069420467240.000000,2507318880538.000000,27058850000.000000
12M 2023,,,1120572328713.000000,63645707705.000000,208107666397.000000,1027563458.000000,207080102939.000000,208107666397.000000,4040402524.000000,14680000.000000,4025722524.000000,4040402524.000000,604756484258.000000,46144429333.000000,2047267018930.000000,,,,,339861698591.000000,,45497677596.000000,4474141769.000000,144382060602.000000,534215578558.000000,2581482597488.000000,,,136134310930.000000,,15500654300.000000,79668132687.000000,95168786987.000000,,2438454223.000000,6039625975.000000,8478080198.000000,9615734443.000000,8539635284.000000,,,,,,13621173258.000000,13621173258.000000,710900760.000000,136134310930.000000,199940324617.000000,,,,,,,159730215562.000000,15876578685.000000,175606794247.000000,,,24333530370.000000,199940324617.000000,336074635547.000000,,676471250000.000000,223188269200.000000,1335274605898.000000,120000000000.000000,1215274605898.000000,1335274605898.000000,27188847889.000000,-16715011046.000000,2245407961941.000000,2581482597488.000000,27058850000.000000
12M 2024,,,1224705775933.000000,89496731646.000000,265191997451.000000,1218630201.000000,263973367250.000000,265191997451.000000,3372465398.000000,,3372465398.000000,3372465398.000000,639979122881.000000,38369803162.000000,2261115896471.000000,,,,,433859085201.000000,,76364882225.000000,5494170209.000000,48497297614.000000,564215435249.000000,2825331331720.000000,,,295256684531.000000,,5040794082.000000,85553309972.000000,90594104054.000000,,3876696148.000000,16153800.000000,3892849948.000000,18693598856.000000,8889867741.000000,,,,,159916759651.000000,11926541615.000000,171843301266.000000,1342962666.000000,295256684531.000000,34385941303.000000,,,,,,,,13683411015.000000,13683411015.000000,,1972422636.000000,18730107652.000000,34385941303.000000,329642625834.000000,,676471250000.000000,223188269200.000000,1579018580223.000000,120000000000.000000,1459018580223.000000,1579018580223.000000,34352359039.000000,-17341752576.000000,2495688705886.000000,2825331331720.000000,27058850000.000000
