Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Beban Penjualan,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Others,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,1228049004708.000000,-782575965804.000000,445473038904.000000,-152811887356.000000,-77075382478.000000,-72885390965.000000,-2851113913.000000,-152811887356.000000,292661151548.000000,9625546535.000000,10157104888.000000,-531558353.000000,,9625546535.000000,302286698083.000000,-74262293621.000000,-75566510250.000000,1304216629.000000,,-74262293621.000000,228024404462.000000,539186756.000000,228563591218.000000,228024404462.000000,226208100364.000000,1816304098.000000,228024404462.000000,228563591218.000000,226753844186.000000,1809747032.000000,228563591218.000000
12M 2020,1994539557191.000000,-957599138147.000000,1036940419044.000000,-182727393044.000000,-91695570808.000000,-95019111109.000000,3987288873.000000,-182727393044.000000,854213026000.000000,5787731609.000000,14945201834.000000,-9157470225.000000,,5787731609.000000,860000757609.000000,-167131754727.000000,-167114839760.000000,-16914967.000000,,-167131754727.000000,692869002882.000000,-3908262605.000000,688960740277.000000,692869002882.000000,685509984683.000000,7359018199.000000,692869002882.000000,688960740277.000000,681644557655.000000,7316182622.000000,688960740277.000000
12M 2021,2226573432351.000000,-1322279363494.000000,904294068857.000000,-169833512323.000000,-95923511836.000000,-72319098958.000000,-1590901529.000000,-169833512323.000000,734460556534.000000,-5260182773.000000,16908930125.000000,-22169112898.000000,,-5260182773.000000,729200373761.000000,-158821006022.000000,-158191498300.000000,287304278.000000,-916812000.000000,-158821006022.000000,570379367739.000000,-17295571382.000000,553083796357.000000,570379367739.000000,562692455129.000000,7686912610.000000,570379367739.000000,553083796357.000000,545600496474.000000,7483299883.000000,553083796357.000000
12M 2022,1739054461606.000000,-1175980395651.000000,563074065955.000000,-184127365538.000000,-88849360967.000000,-109460031553.000000,14182026982.000000,-184127365538.000000,378946700417.000000,-6838033799.000000,14370935577.000000,-21208969376.000000,,-6838033799.000000,372108666618.000000,-81601838559.000000,-77739472140.000000,-3737519169.000000,-124847250.000000,-81601838559.000000,290506828059.000000,3642528480.000000,294149356539.000000,290506828059.000000,285781929134.000000,4724898925.000000,290506828059.000000,294149356539.000000,289386750333.000000,4762606206.000000,294149356539.000000
12M 2023,1736989809989.000000,-1184989904887.000000,551999905102.000000,-250001704409.000000,-117286995445.000000,-132714708964.000000,,-250001704409.000000,301998200693.000000,23445934843.000000,43519799915.000000,-19921856825.000000,-152008247.000000,23445934843.000000,325444135536.000000,-64462185525.000000,-64462185525.000000,,,-64462185525.000000,260981950011.000000,277099190.000000,261259049201.000000,260981950011.000000,259359528929.000000,1622421082.000000,260981950011.000000,261259049201.000000,259628001671.000000,1631047530.000000,261259049201.000000
12M 2024,1885822041124.000000,-1261846379635.000000,623975661489.000000,-275502298656.000000,-125576228206.000000,-149926070450.000000,,-275502298656.000000,348473362833.000000,45552676680.000000,57007985170.000000,-20228993909.000000,8773685419.000000,45552676680.000000,394026039513.000000,-70073762493.000000,-70073762493.000000,,,-70073762493.000000,323952277020.000000,-642044575.000000,323310232445.000000,323952277020.000000,321673462325.000000,2278814695.000000,323952277020.000000,323310232445.000000,321046721295.000000,2263511150.000000,323310232445.000000
