Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,8836142226.000000,-942945607.000000,7893196619.000000,-13600557939.000000,-496106696.000000,-13104451243.000000,,-13600557939.000000,-5707361320.000000,846361906.000000,,,846361906.000000,846361906.000000,-4860999414.000000,,-4860999414.000000,214734660.000000,-4646264754.000000,-4860999414.000000,-4860999414.000000,,-4860999414.000000,-4646264754.000000,-4646264754.000000,,-4646264754.000000
12M 2019,16607260643.000000,-4558442794.000000,12048817849.000000,-26761575138.000000,-2668778656.000000,-24092796482.000000,,-26761575138.000000,-14712757289.000000,396557585.000000,,,396557585.000000,396557585.000000,-14316199704.000000,3462972918.000000,-10853226786.000000,26256053.000000,-10826970733.000000,-10853226786.000000,-10853226786.000000,,-10853226786.000000,-10826970733.000000,-10826970733.000000,,-10826970733.000000
12M 2020,84320417982.000000,-52309309774.000000,32011108208.000000,-41175542923.000000,-1119970121.000000,-40055572802.000000,,-41175542923.000000,-9164434715.000000,26538041.000000,599007498.000000,-438909288.000000,-133560169.000000,26538041.000000,-9137896674.000000,2007818719.000000,-7130077955.000000,904815051.000000,-6225262904.000000,-7130077955.000000,-6708410139.000000,-421667816.000000,-7130077955.000000,-6225262904.000000,-6265685454.000000,40422550.000000,-6225262904.000000
12M 2021,140851108806.000000,-103965260524.000000,36885848282.000000,-48004279199.000000,-1536816033.000000,-46467463166.000000,,-48004279199.000000,-11118430917.000000,2495552080.000000,1712334498.000000,-326151071.000000,1109368653.000000,2495552080.000000,-8622878837.000000,-59319750.000000,-8682198587.000000,958221104.000000,-7723977483.000000,-8682198587.000000,-10302795659.000000,1620597072.000000,-8682198587.000000,-7723977483.000000,-9394644853.000000,1670667370.000000,-7723977483.000000
12M 2022,128979803706.0,-99094936005.0,29884867701.0,-38512264719.0,-1725203854.0,-38689071398.0,1902010533.0,-38512264719.0,-8627397018.0,-620472098.0,199983943.0,-784446877.0,-36009164.0,-620472098.0,-9247869116.0,-560743232.0,-9808612348.0,90152666390.0,80344054042.0,-9808612348.0,-10036899719.0,228287371.0,-9808612348.0,80344054042.0,63074756207.0,17269297835.0,80344054042.0
12M 2023,194879027696.0,-178747509888.0,16131517808.0,-53295652463.0,-2584231269.0,-48774358697.0,-1937062497.0,-53295652463.0,-37164134655.0,-824589160.0,170927352.0,-2413315291.0,1417798779.0,-824589160.0,-37988723815.0,7563410786.0,-30425313029.0,775876263.0,-29649436766.0,-30425313029.0,-28310033201.0,-2115279828.0,-30425313029.0,-29649436766.0,-27707262485.0,-1942174281.0,-29649436766.0
12M 2024,138343800644.0,-119334539990.0,19009260654.0,-54987944225.0,-1915051648.0,-52712060269.0,-360832308.0,-54987944225.0,-35978683571.0,-7052802439.0,114989569.0,-6947194954.0,-220597054.0,-7052802439.0,-43031486010.0,8229804393.0,-34801681617.0,1032917195.0,-33768764422.0,-34801681617.0,-33730013022.0,-1071668595.0,-34801681617.0,-33768764422.0,-33236877776.0,-531886646.0,-33768764422.0
