Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.00,105.27,0.00,105.27,7 B,,7 B,4 B,48 B
12M 2009,2.09,112.37,2.09,112.37,14 B,,14 B,(7 B),70 B
12M 2010,1.92,127.86,1.92,127.86,16 B,1 B,17 B,16 B,50 B
12M 2011,4.89,126.69,4.89,126.69,33 B,1 B,34 B,34 B,(50 B)
12M 2012,1.87,133.38,1.87,133.38,32 B,3 B,35 B,32 B,(34 B)
12M 2013,2.92,156.01,2.92,156.01,20 B,0 B,20 B,11 B,(78 B)
12M 2014,4.49,171.61,4.49,171.61,114 B,19 B,132 B,126 B,(200 B)
12M 2015,4.87,174.60,4.87,174.60,105 B,9 B,114 B,109 B,20 B
12M 2016,0.51,209.68,0.51,209.68,89 B,5 B,94 B,86 B,92 B
12M 2017,0.51,247.41,0.51,247.41,90 B,3 B,93 B,87 B,43 B
12M 2018,0.32,281.72,0.32,281.72,89 B,2 B,91 B,81 B,25 B
12M 2019,0.22,297.17,0.22,297.17,112 B,0 B,112 B,102 B,109 B
12M 2020,0.25,305.08,0.25,305.08,104 B,0 B,104 B,95 B,150 B
12M 2021,0.30,303.98,0.30,303.98,0 B,0 B,1 B,(12 B),247 B
12M 2022,0.22,314.87,0.22,314.87,0 B,0 B,1 B,(9 B),284 B
12M 2023,0.18,326.29,0.18,326.29,6 B,20 B,26 B,6 B,296 B
12M 2024,0.18,334.50,0.18,334.50,8 B,10 B,18 B,(1 B),256 B
