Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(365 B),(98 B),(463 B),-27.66
12M 2019,(204 B),(31 B),(236 B),-14.07
12M 2020,(57 B),(2 B),(59 B),-3.54
12M 2021,(16 B),(1 B),(17 B),-1.04
12M 2022,(92 B),(4 B),(96 B),-4.07
12M 2023,47 B,(29 B),18 B,0.75
12M 2024,(28 B),,(28 B),-0.68
