Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2021,894119000000.0,-623250000000.0,270869000000.0,-248851000000.0,-248851000000.0,-248851000000.0,22018000000.0,-92659000000.0,4917000000.0,-93871000000.0,-3705000000.0,-92659000000.0,-70641000000.0,-9605000000.0,-11170000000.0,1565000000.0,-9605000000.0,-80246000000.0,156000000.0,156000000.0,156000000.0,-80090000000.0,-80246000000.0,-86842000000.0,6596000000.0,-80246000000.0,-80090000000.0,-86694000000.0,6604000000.0,-80090000000.0
12M 2022,2215593000000.0,-1423644000000.0,791949000000.0,-550515000000.0,-550515000000.0,-550515000000.0,241434000000.0,-50726000000.0,54025000000.0,-106151000000.0,1400000000.0,-50726000000.0,190708000000.0,-63158000000.0,-60199000000.0,-2959000000.0,-63158000000.0,127550000000.0,-52000000.0,-52000000.0,-52000000.0,127498000000.0,127550000000.0,102341000000.0,25209000000.0,127550000000.0,127498000000.0,102289000000.0,25209000000.0,127498000000.0
12M 2023,3904609000000.0,-2263614000000.0,1640995000000.0,-1071742000000.0,-1071742000000.0,-1071742000000.0,569253000000.0,-82930000000.0,71318000000.0,-122147000000.0,-32101000000.0,-82930000000.0,486323000000.0,-133498000000.0,-162917000000.0,29419000000.0,-133498000000.0,352825000000.0,-1075000000.0,-1075000000.0,-1075000000.0,351750000000.0,352825000000.0,321754000000.0,31071000000.0,352825000000.0,351750000000.0,320663000000.0,31087000000.0,351750000000.0
12M 2024,6789565000000.0,-3052027000000.0,3737538000000.0,-2154652000000.0,-2154652000000.0,-2154652000000.0,1582886000000.0,-145888000000.0,5526000000.0,-181582000000.0,30168000000.0,-145888000000.0,1436998000000.0,-358724000000.0,-374655000000.0,15931000000.0,-358724000000.0,1078274000000.0,30000000.0,30000000.0,30000000.0,1078304000000.0,1078274000000.0,1073784000000.0,4490000000.0,1078274000000.0,1078304000000.0,1073814000000.0,4490000000.0,1078304000000.0
