Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Beban Penjualan,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Others,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2021,11602268000000.000000,-10517657000000.000000,1084611000000.000000,-660077000000.000000,-146111000000.000000,-549840000000.000000,35874000000.000000,-660077000000.000000,424534000000.000000,-4093000000.000000,8359000000.000000,-12452000000.000000,,-4093000000.000000,420441000000.000000,-89336000000.000000,-95782000000.000000,,6446000000.000000,-89336000000.000000,324659000000.000000,-506000000.000000,330599000000.000000,331105000000.000000,330927000000.000000,178000000.000000,331105000000.000000,330599000000.000000,330373000000.000000,226000000.000000,330599000000.000000
12M 2022,11693833000000.000000,-10589526000000.000000,1104307000000.000000,-698037000000.000000,-144452000000.000000,-596666000000.000000,43081000000.000000,-698037000000.000000,406270000000.000000,-2401000000.000000,11473000000.000000,-13874000000.000000,,-2401000000.000000,403869000000.000000,-92084000000.000000,-92037000000.000000,,-47000000.000000,-92084000000.000000,311832000000.000000,-1762000000.000000,310023000000.000000,311785000000.000000,308827000000.000000,2958000000.000000,311785000000.000000,310023000000.000000,306386000000.000000,3637000000.000000,310023000000.000000
12M 2023,13092029000000.000000,-11862110000000.000000,1229919000000.000000,-822329000000.000000,-190321000000.000000,-689800000000.000000,57792000000.000000,-822329000000.000000,407590000000.000000,-1326000000.000000,9905000000.000000,-11231000000.000000,,-1326000000.000000,406264000000.000000,-103170000000.000000,-103170000000.000000,,,-103170000000.000000,303094000000.000000,-5693000000.000000,297401000000.000000,303094000000.000000,305891000000.000000,-2797000000.000000,303094000000.000000,297401000000.000000,300511000000.000000,-3110000000.000000,297401000000.000000
