Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,1.26 B,261.60,0.00,0.00,,8.74%,19.29%,45.42%,34.09
12M 2022,9.00 B,34.31,0.00,0.00,,6.99%,18.82%,21.84%,29.28
12M 2023,9.00 B,33.99,0.00,0.00,,6.52%,16.26%,20.70%,36.29
