Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,484 B,(25 B),459 B,362.94
12M 2022,288 B,(40 B),248 B,27.52
12M 2023,(167 B),(65 B),(232 B),-25.81
