Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,4188.51,0.00,0.00,,1.57%,3.43%,11.55%,
12M 2021,1.50 B,0.44,0.00,0.00,,2.14%,3.90%,8.33%,
12M 2022,1.90 B,0.39,69.23,0.89,,1.06%,1.38%,4.47%,
12M 2023,1.90 B,-1.70,-5.29,0.84,,-5.16%,-6.35%,-5.47%,
12M 2024,1.90 B,-2.93,-4.78,2.44,,-10.47%,-12.29%,-12.46%,
