Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.60,713.36,0.97,438.04,,572 B,572 B,167 B,831 B
12M 2009,0.82,730.34,1.26,477.69,,573 B,573 B,90 B,905 B
12M 2010,4.59,773.72,6.54,542.53,,574 B,574 B,(138 B),"1,089 B"
12M 2011,10.10,777.32,14.31,548.68,575 B,,575 B,(142 B),562 B
12M 2012,10.03,224.38,12.57,179.02,,250 B,250 B,(677 B),"1,501 B"
12M 2013,14.02,187.24,16.74,156.79,1 B,448 B,450 B,(593 B),"1,864 B"
12M 2014,14.85,235.66,17.06,205.21,2 B,348 B,350 B,(896 B),"2,381 B"
12M 2015,14.41,215.19,16.81,184.42,1 B,206 B,207 B,(479 B),"1,983 B"
12M 2016,11.95,234.35,13.79,203.08,1 B,,1 B,(454 B),"1,962 B"
12M 2017,9.30,266.81,13.79,179.85,5 B,,5 B,(229 B),"1,965 B"
12M 2018,5.98,312.65,8.17,228.92,6 B,,6 B,(823 B),"2,623 B"
12M 2019,4.24,332.20,5.65,249.48,12 B,0 B,12 B,(533 B),"2,570 B"
12M 2020,10.34,221.41,16.62,137.82,198 B,"1,115 B","1,312 B",635 B,"2,067 B"
12M 2021,3.77,86.36,4.65,70.10,2 B,,602 B,"(2,630 B)","4,963 B"
12M 2022,2.02,101.98,2.39,86.35,296 B,,297 B,"(2,033 B)","5,546 B"
12M 2023,1.68,101.24,1.97,86.32,6 B,2 B,8 B,(627 B),"5,149 B"
12M 2024,1.65,101.17,1.92,86.99,9 B,1 B,10 B,"(2,527 B)","5,055 B"
