Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(1 B),(22 B),(23 B),-11361584.49
12M 2020,(2 B),(15 B),(16 B),-8049939.18
12M 2021,19 B,(10 B),9 B,211867.54
12M 2022,4 B,(52 B),(48 B),-23.65
12M 2023,25 B,(12 B),14 B,6.77
12M 2024,7 B,(7 B),(1 B),-0.27
