Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Properti Investasi,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Utang Bank Jangka Pendek,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pemegang Saham,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,1344399744.000000,25835145662.000000,25835145662.000000,25835145662.000000,570424575.000000,560000000.000000,10424575.000000,570424575.000000,39555932746.000000,9686158748.000000,76992061475.000000,,1922476738.000000,,1799999.000000,15990002.000000,27532929081.000000,29473195820.000000,106465257295.000000,,,21075620267.000000,,793272000.000000,793272000.000000,,23297120.000000,23297120.000000,1169321071.000000,19089730076.000000,,21075620267.000000,42694840379.000000,,3691997751.000000,,3691997751.000000,38938882622.000000,63960006.000000,42694840379.000000,63770460646.000000,,2000000000.000000,19133316800.000000,21561479849.000000,,,21561479849.000000,,,42694796649.000000,106465257295.000000,2000.000000
12M 2020,,,194187940.000000,36994670266.000000,36994670266.000000,36994670266.000000,10424575.000000,,10424575.000000,10424575.000000,44056103855.000000,4270210562.000000,85525597198.000000,,1609034886.000000,,4166666.000000,14464752.000000,42028269236.000000,43655935540.000000,129181532738.000000,,,25303084789.000000,,57000000.000000,57000000.000000,,86906551.000000,86906551.000000,475023061.000000,24684155177.000000,,25303084789.000000,51491870712.000000,,2699733389.000000,,2699733389.000000,48726388447.000000,65748876.000000,51491870712.000000,76794955501.000000,,2000000000.000000,19133316800.000000,31238613297.000000,,,31238613297.000000,,14647140.000000,52386577237.000000,129181532738.000000,2000.000000
12M 2021,,,1988875198.000000,32393732373.000000,32393732373.000000,32393732373.000000,,,,,46019597204.000000,908090607.000000,81310295382.000000,,1308658215.000000,,2343939.000000,18961027.000000,52153113818.000000,53483076999.000000,134793372381.000000,,,26327461055.000000,,866400000.000000,866400000.000000,,109832975.000000,109832975.000000,1210641420.000000,24035058660.000000,105528000.000000,26327461055.000000,6269522787.000000,,1779331212.000000,,1779331212.000000,4404005092.000000,86186483.000000,6269522787.000000,32596983842.000000,,41000000000.000000,19133316800.000000,42047749400.000000,,,42047749400.000000,,15322339.000000,102196388539.000000,134793372381.000000,41000.000000
12M 2022,,,3228381563.000000,23448457897.000000,23448457897.000000,23448457897.000000,,,,,57949776130.000000,7506525560.000000,92133141150.000000,,2122627405.000000,,1339394.000000,52014311.000000,103165803819.000000,105341784929.000000,197474926079.000000,,,14621912367.000000,,,,,518651077.000000,518651077.000000,331371652.000000,10710205858.000000,3061683780.000000,14621912367.000000,20607236016.000000,,20370807337.000000,,20370807337.000000,,236428679.000000,20607236016.000000,35229148383.000000,,102500000000.000000,45001700000.000000,14809065555.000000,450000000.000000,14359065555.000000,14809065555.000000,7203408.000000,-72191267.000000,162245777696.000000,197474926079.000000,2050000000.000000
12M 2023,,,2698216650.000000,21692039298.000000,21692039298.000000,21692039298.000000,,,,,60618492242.000000,15901016916.000000,100909765106.000000,,33867242345.000000,18318815181.000000,334849.000000,53620107.000000,63808546061.000000,116048558543.000000,216958323649.000000,,,6628934655.000000,,,,,4091683.000000,4091683.000000,4109417711.000000,,2515425261.000000,6628934655.000000,18154082100.000000,,17910354342.000000,,17910354342.000000,,243727758.000000,18154082100.000000,24783016755.000000,,102500718150.000000,45008163350.000000,44693285106.000000,450000000.000000,44243285106.000000,44693285106.000000,3702899.000000,-30562611.000000,192175306894.000000,216958323649.000000,2050014363.000000
12M 2024,,,2580100873.000000,16307838330.000000,16307838330.000000,16307838330.000000,,,,,65697406189.000000,8880667867.000000,93466013259.000000,,59906581418.000000,18130165112.000000,,42004255.000000,43324091050.000000,121402841835.000000,214868855094.000000,,,5474333498.000000,,,,,2348050.000000,2348050.000000,233144052.000000,2503044831.000000,2735796565.000000,5474333498.000000,16202319751.000000,,16011391320.000000,,16011391320.000000,,190928431.000000,16202319751.000000,21676653249.000000,,102501016000.000000,45010844000.000000,45627547157.000000,450000000.000000,45177547157.000000,45627547157.000000,6648169.000000,46146519.000000,193192201845.000000,214868855094.000000,2050020320.000000
