Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,3.65,1.78,1.45,2.49,0.0,0.0,1.41,0.58,1.49
12M 2020,3.38,1.64,1.45,2.47,0.0,0.0,1.45,0.59,1.47
12M 2021,3.09,1.34,0.3,1.32,0.0,0.0,0.28,0.22,0.32
12M 2022,6.3,2.34,0.19,1.22,0.0,0.0,0.17,0.16,0.22
12M 2023,15.22,6.08,0.09,1.13,0.0,0.0,0.08,0.08,0.13
12M 2024,17.07,5.07,0.1,1.11,0.0,0.0,0.08,0.09,0.11
