Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.00 B,3621318.09,0.00,0.00,12.07 B,6.80%,16.96%,27.24%,8.19
12M 2020,0.00 B,4838566.72,0.00,0.00,15.66 B,7.49%,18.47%,15.82%,8.05
12M 2021,0.00 B,263637.47,0.00,0.00,17.77 B,8.02%,10.58%,16.00%,7.56
12M 2022,2.05 B,6.71,11.48,1.54,21.23 B,6.97%,8.48%,14.12%,6.54
12M 2023,2.05 B,14.58,4.18,0.84,42.24 B,13.77%,15.55%,20.99%,22.15
12M 2024,2.05 B,0.46,113.04,1.14,5.43 B,0.44%,0.49%,1.70%,2.61
