Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kepada Karyawan,Pembayaran Kepada Pemasok,Pembayaran Biaya Keuangan,Penerimaan Bunga,Penerimaan Taksiran Tagihan Pajak Penghasilan,Pembayaran Untuk Aktivitas Operasi Lainnya,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Penjualan Aset Tetap,Perolehan Aset Takberwujud,Penerimaan Penjualan Aset Tetap,Pembayaran Piutang Berelasi,Penempatan Aset Lancar Lainnya,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Tambahan Modal Disetor,Tambahan Modal Disetor Entitas Anak Oleh Kepentingan Non Pengendali,Penerimaan Piutang Berelasi,Penerimaan Utang Berelasi,Penerimaan Utang Bank Jangka Panjang,Pembayaran Utang Bank Jangka Panjang,Penerimaan Utang Bank Jangka Pendek,Pembayaran Utang Bank Jangka Pendek,Pembayaran Utang Pembiayaan Konsumen,Pembayaran Dividen Entitas Anak,Pembayaran Dividen Tunai,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2018,-54962051538.000000,309824039535.000000,-53094043571.000000,-274876174678.000000,-1277891796.000000,155005100.000000,,-35692986128.000000,-54962051538.000000,-17725009429.000000,-17729259429.000000,,,4250000.000000,,,-17725009429.000000,77787731899.000000,,,-694524584.000000,19000000000.000000,60042515693.000000,,,,-560259210.000000,,,77787731899.000000,5100670932.000000,14762054613.000000,19862725545.000000
12M 2019,1045790805974.000000,2106415290031.000000,-62531884849.000000,-838323715677.000000,-51522056828.000000,3968631139.000000,,-112215457842.000000,1045790805974.000000,-529961314.000000,-529961314.000000,,,,,,-529961314.000000,-1014693683591.000000,64952357806.000000,,,12680000000.000000,255728131238.000000,-1318740391809.000000,,,-313780826.000000,,-29000000000.000000,-1014693683591.000000,30567161069.000000,19862725545.000000,50429886614.000000
12M 2020,918483000000.000000,2100936000000.000000,-59164000000.000000,-1021546000000.000000,-42756000000.000000,1041000000.000000,,-60028000000.000000,918483000000.000000,-10653000000.000000,-10653000000.000000,,,,,,-10653000000.000000,-894694000000.000000,,,,,602490000000.000000,-1496463000000.000000,,,-721000000.000000,,,-894694000000.000000,13136000000.000000,50430000000.000000,63566000000.000000
12M 2021,995120000000.000000,1698601000000.000000,-60965000000.000000,-554051000000.000000,-11383000000.000000,1314000000.000000,,-78396000000.000000,995120000000.000000,-32864000000.000000,-32864000000.000000,,,,,,-32864000000.000000,-916008000000.000000,,,,,267107000000.000000,-1173712000000.000000,,,-403000000.000000,,-9000000000.000000,-916008000000.000000,46248000000.000000,63566000000.000000,109814000000.000000
12M 2022,1330113000000.000000,2272471000000.000000,-72016000000.000000,-813367000000.000000,-27073000000.000000,1333000000.000000,,-31235000000.000000,1330113000000.000000,-43613000000.000000,-43123000000.000000,,-490000000.000000,,,,-43613000000.000000,-1275371000000.000000,,30000000000.000000,,,375231000000.000000,-1709118000000.000000,45803000000.000000,-4888000000.000000,-399000000.000000,,-12000000000.000000,-1275371000000.000000,11129000000.000000,109814000000.000000,120943000000.000000
12M 2023,1218494000000.000000,2081336000000.000000,-85079000000.000000,-693202000000.000000,-29336000000.000000,1080000000.000000,,-56305000000.000000,1218494000000.000000,-28542000000.000000,-28911000000.000000,,,369000000.000000,,,-28542000000.000000,-1204394000000.000000,,,,,344919000000.000000,-1517655000000.000000,2989000000.000000,-9499000000.000000,-1148000000.000000,,-24000000000.000000,-1204394000000.000000,-14442000000.000000,120943000000.000000,106501000000.000000
12M 2024,1155240000000.000000,2199965000000.000000,-94301000000.000000,-892383000000.000000,-26484000000.000000,1387000000.000000,9451000000.000000,-42395000000.000000,1155240000000.000000,-40714000000.000000,-25849000000.000000,,,135000000.000000,,-15000000000.000000,-40714000000.000000,-1115851000000.000000,,,,,385343000000.000000,-1461280000000.000000,,-9950000000.000000,-1164000000.000000,-6300000000.000000,-22500000000.000000,-1115851000000.000000,-1325000000.000000,106501000000.000000,105176000000.000000
