Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2018,,,,,,,,,,,,,10.53,,1.16
12M 2019,40.22,57.3,31.85,65.67,9.07,11.46,6.37,8.58,92.94,167.55,3.47,4.61,15.55,15.55,1.18
12M 2020,56.26,63.96,23.52,96.7,6.49,8.27,5.71,9.18,73.84,73.27,2.75,3.7,11.2,11.2,1.65
12M 2021,51.17,39.13,21.92,68.38,7.13,6.89,9.33,9.01,48.07,37.69,3.21,3.1,9.58,9.58,1.48
12M 2022,46.86,48.35,24.35,70.86,7.79,7.03,7.55,6.01,40.2,32.46,3.02,2.55,8.05,8.05,1.53
12M 2023,55.63,81.78,21.47,115.94,6.56,7.44,4.46,3.82,29.21,28.7,2.23,2.16,6.2,6.2,1.65
12M 2024,56.74,83.67,19.33,121.08,6.43,6.06,4.36,4.05,33.5,34.51,2.26,2.13,5.87,5.87,1.61
