Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Untuk Pemasok,Pembayaran Kas Kepada Karyawan,Pembayaran Kas Operasional,Pembayaran Pajak Penghasilan,Pembayaran Provinsi Dan Beban Bunga,Penerimaan Bunga,Penerimaan Lain-Lain,Pembayaran Lain-Lain - Neto,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Penjualan Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Modal Saham,Penerimaan Saham Penawaran Umum Perdana - Bersih,(Pembayaran) Penerimaan Piutang Lain-Lain - Pihak Ketiga,(Pembayaran) Penerimaan Piutang Lain-Lain - Pihak Berelasi,Penerimaan (Pembayaran) Utang Bank Jangka Pendek,Penerimaan Dari Transaksi Jual Dan Sewa-Balik,Pembayaran Liabilitas Sewa Pembiayaan,Perolehan Dari Pinjaman Bank Jangka Panjang,Pembayaran Pinjaman Bank Jangka Panjang,Pembayaran Utang Lembaga Keuangan Bukan Bank,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2018,56196029431.000000,154536159628.000000,-11631555959.000000,-32858377876.000000,-16749953565.000000,-3528106353.000000,-31711689587.000000,925377893.000000,,-2785824750.000000,56196029431.000000,-96032137605.000000,-96032137605.000000,,-96032137605.000000,42653899448.000000,,,-28531915769.000000,,10000000000.000000,81476842018.000000,-42356153877.000000,61000000000.000000,-37097222123.000000,-1837650801.000000,42653899448.000000,2817791274.000000,1186658474.000000,4004449748.000000
12M 2019,-210005952232.000000,183120376019.000000,-255404707025.000000,-42504690665.000000,-63970868083.000000,-10981678662.000000,-23916989517.000000,3710893491.000000,,-58287790.000000,-210005952232.000000,-97280849604.000000,-97280849604.000000,,-97280849604.000000,306556864596.000000,10000000000.000000,323666329118.000000,3658522599.000000,-44088560000.000000,-5200000000.000000,40362800000.000000,-30107503571.000000,58705000000.000000,-49769264519.000000,-670459031.000000,306556864596.000000,-729937240.000000,4004449748.000000,3274512508.000000
12M 2020,65906311344.000000,112449256639.000000,56574624913.000000,-25227487531.000000,-64524881084.000000,-862804460.000000,-15536534078.000000,2768094591.000000,,266042354.000000,65906311344.000000,-96080162621.000000,-96080162621.000000,,-96080162621.000000,28750322435.000000,,,2009043058.000000,44088560000.000000,,18042999976.000000,-6847755271.000000,-12646609862.000000,-16436079539.000000,540164073.000000,28750322435.000000,-1423528842.000000,3274512506.000000,1850983664.000000
12M 2021,16284876589.000000,92596173754.000000,32709879284.000000,-34166105791.000000,-69991372611.000000,1748930469.000000,-10104725179.000000,3759788710.000000,,-267692047.000000,16284876589.000000,719218501.000000,719218501.000000,,719218501.000000,-16679502991.000000,,,-639385908.000000,,-48616060049.000000,,-7024747745.000000,39985285306.000000,,-384594595.000000,-16679502991.000000,324592099.000000,1850983664.000000,2175575763.000000
12M 2022,3361282808.000000,101029791732.000000,10443798114.000000,-33248282612.000000,-65476364356.000000,-165519594.000000,-10138906463.000000,1039783876.000000,,-123017889.000000,3361282808.000000,341250000.000000,341250000.000000,,341250000.000000,-4767040296.000000,,,487937114.000000,,66645560207.000000,,-1026957373.000000,-70500436824.000000,,-373143420.000000,-4767040296.000000,-1064507488.000000,2175575764.000000,1111068276.000000
12M 2023,15569351507.000000,108852482193.000000,-7560548069.000000,-52548181431.000000,-17245550820.000000,-9607913991.000000,-9827635380.000000,14208055.000000,15362474197.000000,-11869983247.000000,15569351507.000000,-11693942834.000000,-12293942834.000000,600000000.000000,-11693942834.000000,-4026808923.000000,,,,,,,-3223958827.000000,12260158729.000000,-13063008825.000000,,-4026808923.000000,-151400250.000000,1111068277.000000,959668027.000000
12M 2024,24452928225.000000,156932967702.000000,-30609138368.000000,-72921016654.000000,-23982701610.000000,-2364485673.000000,-8572372209.000000,12131202.000000,6440171445.000000,-482627610.000000,24452928225.000000,-6297885741.000000,-6297885741.000000,,-6297885741.000000,-17461869274.000000,,,,,,,-2881836286.000000,414000000.000000,-14994032988.000000,,-17461869274.000000,693173210.000000,959668025.000000,1652841235.000000
