Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Others,Total Aset Tetap,Properti Investasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Beban Akrual,Utang Dari Pihak Berelasi,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Lembaga Keuangan Lain,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,4004449748.000000,25954679593.000000,25954679593.000000,25954679593.000000,28745566769.000000,28745566769.000000,,28745566769.000000,21897018988.000000,12964096522.000000,93565811620.000000,,353494959793.000000,353494959793.000000,353494959793.000000,,3033671726.000000,356528631519.000000,450094443139.000000,,,227999629643.000000,55000000000.000000,,12832713442.000000,866858100.000000,13699571542.000000,9006086646.000000,2994047295.000000,81600000000.000000,65699924160.000000,227999629643.000000,62568194168.000000,14012739480.000000,,17018127664.000000,205417392.000000,23864573984.000000,41088119040.000000,7467335648.000000,62568194168.000000,290567823811.000000,,7000000000.000000,,95617773223.000000,56908846105.000000,159526619328.000000,450094443139.000000,7000.000000
12M 2019,,,3274512506.000000,19640316254.000000,19640316254.000000,19640316254.000000,69175604170.000000,25087044170.000000,44088560000.000000,69175604170.000000,35388219288.000000,293958642313.000000,421437294531.000000,,384106778195.000000,384106778195.000000,384106778195.000000,,2756650342.000000,386863428537.000000,808300723068.000000,,,164587029014.000000,49800000000.000000,,13670828764.000000,1931361000.000000,15602189764.000000,9688039968.000000,5559205260.000000,,83937594022.000000,164587029014.000000,52012051209.000000,16735338096.000000,,17868541656.000000,53333861.000000,11411346539.000000,29333222056.000000,5943491057.000000,52012051209.000000,216599080223.000000,,247572000000.000000,248666329118.000000,52296987168.000000,43166326559.000000,591701642845.000000,808300723068.000000,2475720000.000000
12M 2020,,,1850983664.000000,15394163086.000000,15394163086.000000,15394163086.000000,23078001113.000000,23078001113.000000,,23078001113.000000,54383564758.000000,261910985451.000000,356617698072.000000,,399514259730.000000,399514259730.000000,399514259730.000000,,9145999550.000000,408660259280.000000,765277957352.000000,,,111571386583.000000,39800000000.000000,,14382363936.000000,,14382363936.000000,9280953919.000000,290942083.000000,,47817126645.000000,111571386583.000000,59749622909.000000,12948824068.000000,,30515151518.000000,359686015.000000,11835181163.000000,42710018696.000000,4090780145.000000,59749622909.000000,171321009492.000000,,247572000000.000000,248666329118.000000,54707810827.000000,43010807916.000000,593956947861.000000,765277957353.000000,2475720000.000000
12M 2021,,,2175575765.000000,11066648141.000000,11066648141.000000,11066648141.000000,23717387021.000000,23717387021.000000,,23717387021.000000,75264984614.000000,196026676455.000000,308251271996.000000,,341119152978.000000,341119152978.000000,341119152978.000000,54181743494.000000,11157985550.000000,406458882022.000000,714710154018.000000,,,68972744633.000000,8415000550.000000,,15877923922.000000,,15877923922.000000,9154101993.000000,671247379.000000,,34854470789.000000,68972744633.000000,85356632203.000000,12893521855.000000,,70500436824.000000,,547736100.000000,71048172924.000000,1414937424.000000,85356632203.000000,154329376836.000000,,247572000000.000000,248666329118.000000,20852231543.000000,43290216522.000000,560380777183.000000,714710154019.000000,2475720000.000000
12M 2022,,,1111068277.000000,1796119299.000000,1796119299.000000,1796119299.000000,23229449907.000000,23229449907.000000,,23229449907.000000,109918421067.000000,191941244140.000000,327996302690.000000,,285776585715.000000,285776585715.000000,285776585715.000000,54181743494.000000,11277888000.000000,351236217209.000000,679232519899.000000,,,132566823714.000000,75060560757.000000,,13636884273.000000,,13636884273.000000,9086924489.000000,780348099.000000,,34002106096.000000,132566823714.000000,13840152359.000000,12658282951.000000,,,,,,1181869408.000000,13840152359.000000,146406976073.000000,,247572000000.000000,248666329118.000000,-6809559209.000000,43396773915.000000,532825543824.000000,679232519897.000000,2475720000.000000
12M 2023,,,959668025.000000,7329532844.000000,7329532844.000000,7329532844.000000,22696071417.000000,22696071417.000000,,22696071417.000000,93480438716.000000,168258978554.000000,292724689556.000000,,269514675801.000000,269514675801.000000,269514675801.000000,54181743494.000000,49801031850.000000,373497451145.000000,666222140701.000000,,,99115336099.000000,62509964141.000000,,21212293055.000000,,21212293055.000000,1722086692.000000,1191610146.000000,,12479382065.000000,99115336099.000000,44155627506.000000,12319863464.000000,,9339588194.000000,,20071532038.000000,29411120232.000000,2424643810.000000,44155627506.000000,143270963605.000000,,247572000000.000000,248666329118.000000,-16768945462.000000,43481793441.000000,522951177097.000000,666222140702.000000,2475720000.000000
12M 2024,,,1652841235.000000,24554710076.000000,24554710076.000000,24554710076.000000,21718042283.000000,21718042283.000000,,21718042283.000000,86006650974.000000,161318006586.000000,295250251154.000000,,280576190367.000000,280576190367.000000,280576190367.000000,54181743494.000000,22668402900.000000,357426336761.000000,652676587915.000000,,,106950717928.000000,50618890636.000000,,23983978095.000000,,23983978095.000000,1666464384.000000,1531633280.000000,,29149751533.000000,106950717928.000000,22391965227.000000,12029420594.000000,,6647731124.000000,,933326284.000000,7581057408.000000,2781487225.000000,22391965227.000000,129342683155.000000,,247572000000.000000,248666329118.000000,-16278701318.000000,43374276959.000000,523333904759.000000,652676587914.000000,2475720000.000000
