Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.99,2309.06,1.99,2309.06,902 B,112 B,"1,014 B",224 B,"1,527 B"
12M 2009,4.72,2901.40,4.72,2901.40,,46 B,350 B,"(2,274 B)","3,552 B"
12M 2010,4.49,3552.45,4.49,3552.45,257 B,113 B,257 B,"(4,315 B)","6,137 B"
12M 2011,4.00,4266.55,4.00,4266.55,,131 B,176 B,"(6,688 B)","8,838 B"
12M 2012,4.26,5266.70,4.27,5263.76,52 B,108 B,160 B,"(10,314 B)","12,161 B"
12M 2013,3.21,6233.59,3.21,6230.07,67 B,93 B,160 B,"(12,435 B)","14,106 B"
12M 2014,3.71,6732.75,3.72,6728.66,,76 B,,"(11,131 B)","12,826 B"
12M 2015,3.44,6483.14,3.45,6463.84,60 B,61 B,121 B,"(8,534 B)","10,446 B"
12M 2016,2.17,7100.53,2.18,7070.12,70 B,37 B,107 B,"(9,567 B)","11,237 B"
12M 2017,3.29,6670.73,3.30,6641.57,88 B,20 B,108 B,"(8,187 B)","9,404 B"
12M 2018,2.92,6308.10,2.94,6279.43,111 B,5 B,116 B,"(7,110 B)","8,390 B"
12M 2019,3.03,6269.71,3.05,6241.54,107 B,4 B,,"(7,541 B)","8,956 B"
12M 2020,2.40,6024.14,2.40,6022.47,254 B,247 B,501 B,"(7,197 B)","8,083 B"
12M 2021,2.16,5601.65,2.16,5600.10,162 B,114 B,276 B,"(5,866 B)","6,690 B"
12M 2022,1.86,5315.31,1.86,5313.33,354 B,634 B,987 B,"(3,538 B)","5,490 B"
12M 2023,1.65,5696.33,1.71,5507.77,,389 B,"2,416 B",(381 B),"1,860 B"
12M 2024,1.23,6007.32,1.27,5823.99,"2,333 B",106 B,"2,439 B","(2,058 B)","3,214 B"
