Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Real Estat,Tanah Untuk Dikembangkan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,170782164000.000000,507263000.000000,,,507263000.000000,,,,,406431188000.000000,577720615000.000000,,341906728000.000000,898360659000.000000,3517885000.000000,369829680000.000000,1613614952000.000000,2191335567000.000000,,,1746605722000.000000,499951000000.000000,,,16607095000.000000,16607095000.000000,,888580734000.000000,279397368000.000000,1167978102000.000000,1895647000.000000,1672731000.000000,248832000.000000,58252315000.000000,1746605722000.000000,91286000.000000,91286000.000000,91286000.000000,1746697008000.000000,,75000000000.000000,,-29437902000.000000,,,-29437902000.000000,383679800000.000000,15396661000.000000,444638559000.000000,2191335567000.000000,75000.000000
12M 2018,,,345090045000.000000,168724000.000000,,,168724000.000000,,,,,9121219000.000000,354379988000.000000,,469518435000.000000,886068370000.000000,5094565000.000000,335258289000.000000,1695939659000.000000,2050319647000.000000,,,720364120000.000000,199951000000.000000,,,5156340000.000000,5156340000.000000,,132470990000.000000,234823681000.000000,367294671000.000000,2850900000.000000,282885000.000000,,144828324000.000000,720364120000.000000,1204156000.000000,1204156000.000000,1204156000.000000,721568276000.000000,,994250000000.000000,22376200000.000000,-71644096000.000000,,,-71644096000.000000,383386186000.000000,383081000.000000,1328751371000.000000,2050319647000.000000,9942500000.000000
12M 2019,,,54602119000.000000,168724000.000000,,,168724000.000000,274323000.000000,274323000.000000,,274323000.000000,71785915000.000000,126831081000.000000,,482840997000.000000,908916066000.000000,4264707000.000000,233717976000.000000,1629739746000.000000,1756570827000.000000,,,394129106000.000000,206051000000.000000,,,11729148000.000000,11729148000.000000,,,84052118000.000000,84052118000.000000,3710721000.000000,32320423000.000000,,56265696000.000000,394129106000.000000,2224590000.000000,2224590000.000000,2224590000.000000,396353696000.000000,,994250000000.000000,22376200000.000000,-37402427000.000000,,,-37402427000.000000,380871846000.000000,121512000.000000,1360217131000.000000,1756570827000.000000,9942500000.000000
12M 2020,,,67488794000.000000,4292208000.000000,,4292208000.000000,4292208000.000000,2084402000.000000,2084402000.000000,,2084402000.000000,42068170000.000000,115933574000.000000,,508214729000.000000,908916066000.000000,3456500000.000000,233717976000.000000,1654305271000.000000,1770238845000.000000,,,399812682000.000000,227151000000.000000,,,19067279000.000000,19067279000.000000,,,81348016000.000000,81348016000.000000,4054699000.000000,5510609000.000000,,62681079000.000000,399812682000.000000,2003890000.000000,2003890000.000000,2003890000.000000,401816572000.000000,,994250000000.000000,22376200000.000000,-29097037000.000000,,,-29097037000.000000,380845118000.000000,47992000.000000,1368422273000.000000,1770238845000.000000,9942500000.000000
12M 2021,,,73643174000.000000,1957752000.000000,,1957752000.000000,1957752000.000000,2205038000.000000,2205038000.000000,,2205038000.000000,1701343000.000000,79507307000.000000,,495079620000.000000,908916066000.000000,4513126000.000000,274098722000.000000,1682607534000.000000,1762114841000.000000,,,405814930000.000000,245851000000.000000,,,9936706000.000000,9936706000.000000,,,82433266000.000000,82433266000.000000,2626650000.000000,5605880000.000000,,59361428000.000000,405814930000.000000,1702609000.000000,1702609000.000000,1702609000.000000,407517539000.000000,,994250000000.000000,22376200000.000000,-42948811000.000000,,,-42948811000.000000,380727532000.000000,192381000.000000,1354597302000.000000,1762114841000.000000,9942500000.000000
12M 2022,,,36804862000.000000,177501000.000000,,177501000.000000,177501000.000000,2253038000.000000,2253038000.000000,,2253038000.000000,864866000.000000,40100267000.000000,,500050921000.000000,911840110000.000000,4167464000.000000,269017493000.000000,1685075988000.000000,1725176255000.000000,,,398068216000.000000,249801000000.000000,,,6927927000.000000,6927927000.000000,,,82172086000.000000,82172086000.000000,1687856000.000000,5871590000.000000,,51607757000.000000,398068216000.000000,1584063000.000000,1584063000.000000,1584063000.000000,399652279000.000000,,994250000000.000000,22376200000.000000,-72134188000.000000,,,-72134188000.000000,380704026000.000000,327938000.000000,1325523976000.000000,1725176255000.000000,9942500000.000000
12M 2023,,,6301570000.000000,69175000.000000,,69175000.000000,69175000.000000,4269795000.000000,4269795000.000000,,4269795000.000000,966053000.000000,11606593000.000000,,515489173000.000000,912130780000.000000,3780432000.000000,267190848000.000000,1698591233000.000000,1710197826000.000000,,,422450364000.000000,249801000000.000000,,,6929591000.000000,6929591000.000000,,26572500000.000000,76254305000.000000,102826805000.000000,1967952000.000000,10585035000.000000,,50339981000.000000,422450364000.000000,1213231000.000000,1213231000.000000,1213231000.000000,423663595000.000000,,994250000000.000000,22376200000.000000,-111089456000.000000,,,-111089456000.000000,380703066000.000000,294421000.000000,1286534231000.000000,1710197826000.000000,9942500000.000000
12M 2024,,,16244975000.000000,69175000.000000,,69175000.000000,69175000.000000,2413988000.000000,2413988000.000000,,2413988000.000000,888769000.000000,19616907000.000000,,512864816000.000000,912130780000.000000,3405437000.000000,243906450000.000000,1672307483000.000000,1691924390000.000000,,,443003471000.000000,249801000000.000000,,,6801604000.000000,6801604000.000000,,22400000000.000000,75446553000.000000,97846553000.000000,1044309000.000000,17642292000.000000,,69867713000.000000,443003471000.000000,1332758000.000000,1332758000.000000,1332758000.000000,444336229000.000000,,994250000000.000000,22376200000.000000,-150004492000.000000,,,-150004492000.000000,380656390000.000000,310063000.000000,1247588161000.000000,1691924390000.000000,9942500000.000000
