Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2017,0.00,812783.45,0.00,812783.45,500 B,,500 B,329 B,"(1,169 B)"
12M 2018,8.10,95.08,8.10,95.08,200 B,,200 B,(145 B),(366 B)
12M 2019,23.35,98.50,23.35,98.50,206 B,,206 B,151 B,(267 B)
12M 2020,17.52,99.33,17.52,99.33,227 B,,227 B,160 B,(284 B)
12M 2021,8.68,97.95,8.68,97.95,246 B,,246 B,172 B,(326 B)
12M 2022,15.89,95.03,15.89,95.03,250 B,,250 B,213 B,(358 B)
12M 2023,23.05,91.11,23.05,91.11,250 B,,250 B,243 B,(411 B)
12M 2024,23.17,87.19,23.17,87.19,250 B,,250 B,234 B,(423 B)
