Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,265629263406.000000,-209607380016.000000,56021883390.000000,-12922411378.000000,,-12922411378.000000,-12922411378.000000,43099472012.000000,60187849.000000,60187849.000000,60187849.000000,43159659861.000000,-10898808250.000000,32260851611.000000,38650500.000000,32299502111.000000,32260851611.000000,32260851611.000000,,32260851611.000000,32299502111.000000,32299502111.000000,,32299502111.000000
12M 2019,281751896998.000000,-222158029391.000000,59593867607.000000,-16191115657.000000,,-16191115657.000000,-16191115657.000000,43402751950.000000,687405531.000000,687405531.000000,687405531.000000,44090157481.000000,-10884949250.000000,33205208231.000000,-113864250.000000,33091343981.000000,33205208231.000000,33205208231.000000,,33205208231.000000,33091343981.000000,33091343981.000000,,33091343981.000000
12M 2020,563887706317.000000,-443468993033.000000,120418713284.000000,-42216740999.000000,,-42216740999.000000,-42216740999.000000,78201972285.000000,-776675201.000000,-776675201.000000,-776675201.000000,77425297084.000000,-16903304584.000000,60521992500.000000,-234219960.000000,60287772540.000000,60521992500.000000,60521992500.000000,,60521992500.000000,60287772540.000000,60287772540.000000,,60287772540.000000
12M 2021,1319727926930.000000,-1083708127773.000000,236019799157.000000,-86640596486.000000,-52227851516.000000,-34412744970.000000,-86640596486.000000,149379202671.000000,-4459910570.000000,-4459910570.000000,-4459910570.000000,144919292101.000000,-32763792477.000000,112155499624.000000,223487160.000000,112378986784.000000,112155499624.000000,112155499624.000000,,112155499624.000000,112378986784.000000,112378986784.000000,,112378986784.000000
12M 2022,753571541696.000000,-594359461497.000000,159212080199.000000,-84154145549.000000,-24789028775.000000,-59365116774.000000,-84154145549.000000,75057934650.000000,-12623799722.000000,-12623799722.000000,-12623799722.000000,62434134928.000000,-14429613196.000000,48004521732.000000,-217992840.000000,47786528892.000000,48004521732.000000,48004521732.000000,,48004521732.000000,47786528892.000000,47786528892.000000,,47786528892.000000
12M 2023,696303792495.000000,-560497594111.000000,135806198384.000000,-109011661950.000000,-46382121320.000000,-62629540630.000000,-109011661950.000000,26794536434.000000,-18904082646.000000,-18904082646.000000,-18904082646.000000,7890453788.000000,-2692032507.000000,5198421281.000000,53559480.000000,5251980761.000000,5198421281.000000,5198421281.000000,,5198421281.000000,5251980761.000000,5251980761.000000,,5251980761.000000
12M 2024,977488301788.000000,-767430239495.000000,210058062293.000000,-117932025639.000000,-26769909548.000000,-91162116091.000000,-117932025639.000000,92126036654.000000,-21981166512.000000,-21981166512.000000,-21981166512.000000,70144870142.000000,-16881679130.000000,53263191012.000000,-151441680.000000,53111749332.000000,53263191012.000000,53263191012.000000,,53263191012.000000,53111749332.000000,53111749332.000000,,53111749332.000000
