Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Pinjaman Jangka Pendek,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,20173109326.000000,38012266702.000000,38012266702.000000,,38012266702.000000,12411596330.000000,40892497.000000,12370703833.000000,12411596330.000000,28517261596.000000,25201392329.000000,124315626283.000000,,11766847267.000000,,,,,178064000.000000,,11944911267.000000,136260537550.000000,,,68905259011.000000,,,59896023419.000000,,59896023419.000000,,,18186432.000000,4844378073.000000,4862564505.000000,3832715887.000000,,,,,127595200.000000,186360000.000000,68905259011.000000,712256000.000000,,,,,,712256000.000000,712256000.000000,69617515011.000000,,20500000000.000000,46355496789.000000,-212474250.000000,66643022539.000000,136260537550.000000,205000.000000
12M 2019,,,42860683913.000000,141514562840.000000,121295792840.000000,20218770000.000000,141514562840.000000,3553432619.000000,1309432619.000000,2244000000.000000,3553432619.000000,11159437076.000000,110881807301.000000,309969923749.000000,,12393333378.000000,,,,,261621250.000000,2808100000.000000,15463054628.000000,325432978377.000000,,,89217392136.000000,,,50764298242.000000,36142700000.000000,86906998242.000000,,,,,,2295689605.000000,,,,,14704289.000000,,89217392136.000000,1046485000.000000,,,,,,1046485000.000000,1046485000.000000,90263877136.000000,,80000000000.000000,34560705020.000000,120608396221.000000,235169101241.000000,325432978377.000000,1600000000.000000
12M 2020,,,233037390711.000000,231687692402.000000,227837601452.000000,3850090950.000000,231687692402.000000,1162766119.000000,1162766119.000000,,1162766119.000000,20153594062.000000,25198441415.000000,511239884709.000000,,21883754033.000000,,,,,2147322369.000000,,24031076402.000000,535270961111.000000,,,291335459648.000000,,,213857923132.000000,53471371360.000000,267329294492.000000,,482511431.000000,,,482511431.000000,8507764925.000000,,,,,5500000000.000000,9515888800.000000,291335459648.000000,1603781000.000000,,,,,,1603781000.000000,1603781000.000000,292939240648.000000,,80000000000.000000,79689542539.000000,82642177924.000000,242331720463.000000,535270961111.000000,1600000000.000000
12M 2021,,,135294542487.000000,139132743066.000000,139111214019.000000,21529047.000000,139132743066.000000,1532271185.000000,1532271185.000000,,1532271185.000000,190785628719.000000,79436006552.000000,546181192009.000000,,34626011610.000000,,,,,871313693.000000,200365000000.000000,235862325303.000000,782043517312.000000,,,279084545848.000000,80000000000.000000,,155869769078.000000,5056444349.000000,160926213427.000000,,29188959398.000000,,,29188959398.000000,8772753223.000000,,,,,142000000.000000,54619800.000000,279084545848.000000,907224348.000000,,,,,,907224348.000000,907224348.000000,279991770196.000000,,80000000000.000000,173845042162.000000,248206704954.000000,502051747116.000000,782043517312.000000,1600000000.000000
12M 2022,,,116784394685.000000,207857939866.000000,200990019347.000000,6867920519.000000,207857939866.000000,21591880425.000000,630053800.000000,20961826625.000000,21591880425.000000,103761255920.000000,50621604419.000000,500617075315.000000,,32941840475.000000,,,,,1501357857.000000,198865000000.000000,233308198332.000000,733925273647.000000,,,248796363713.000000,160207315732.000000,,48858212267.000000,38336669844.000000,87194882111.000000,,92357652.000000,,,92357652.000000,250454677.000000,,,,,836826739.000000,214526802.000000,248796363713.000000,1085584348.000000,,,,,,1085584348.000000,1085584348.000000,249881948061.000000,,80000000000.000000,192554537644.000000,211488787942.000000,484043325586.000000,733925273647.000000,1600000000.000000
12M 2023,,,92029755812.000000,524574580680.000000,239031310344.000000,285543270336.000000,524574580680.000000,903029339.000000,903029339.000000,,903029339.000000,132985715469.000000,45780464872.000000,796273546172.000000,,61112816420.000000,,,,,1451699590.000000,200048182098.000000,262612698108.000000,1058886244280.000000,,,597877581844.000000,239215387174.000000,,62814895618.000000,290097705224.000000,352912600842.000000,,,,,,1715426246.000000,,,1143175033.000000,1143175033.000000,2623860945.000000,267131604.000000,597877581844.000000,1807448180.000000,,,,,,1807448180.000000,1807448180.000000,599685030024.000000,,80000000000.000000,197752958925.000000,181448255331.000000,459201214256.000000,1058886244280.000000,1600000000.000000
12M 2024,,,27331775044.000000,469345838450.000000,314845924376.000000,154499914074.000000,469345838450.000000,2097320810.000000,2097320810.000000,,2097320810.000000,266652867444.000000,48475147249.000000,813902948997.000000,,51166544789.000000,590499473872.000000,,590499473872.000000,590499473872.000000,4183253222.000000,199210577953.000000,845059849836.000000,1658962798833.000000,,,406516671797.000000,238042057897.000000,,46813527840.000000,84252461200.000000,131065989040.000000,,,616881067.000000,,616881067.000000,14842444434.000000,,10303279439.000000,,10303279439.000000,6240614515.000000,5405405405.000000,406516671797.000000,740133163448.000000,371498152883.000000,,37727953583.000000,329649647103.000000,367377600686.000000,1257409879.000000,740133163448.000000,1146649835245.000000,,80000000000.000000,251016149937.000000,181296813651.000000,512312963588.000000,1658962798833.000000,1600000000.000000
