Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(12 B),(8 B),(20 B),-98460.47
12M 2019,(8 B),(5 B),(13 B),-8.18
12M 2020,147 B,(10 B),137 B,85.78
12M 2021,(107 B),(20 B),(127 B),-79.29
12M 2022,(29 B),(4 B),(33 B),-20.85
12M 2023,(38 B),(35 B),(73 B),-45.59
12M 2024,(430 B),(26 B),(456 B),-285.02
