Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,0.00,12220872.84,0.00,12220872.84,50 B,,50 B,"(1,058 B)","1,130 B"
12M 2014,0.00,1260.85,0.00,1259.23,,,,(970 B),984 B
12M 2015,10.93,219.62,10.93,219.49,,,,"(2,387 B)","2,415 B"
12M 2016,10.60,242.49,10.60,242.39,,,,"(1,422 B)","2,575 B"
12M 2017,7.11,254.47,7.37,245.50,14 B,18 B,32 B,(711 B),"2,138 B"
12M 2018,5.63,279.80,5.82,270.85,8 B,10 B,18 B,(813 B),"2,106 B"
12M 2019,8.85,301.53,9.26,288.48,3 B,2 B,5 B,(563 B),"2,044 B"
12M 2020,7.91,345.34,8.22,332.22,,,,(705 B),"2,535 B"
12M 2021,6.11,370.10,6.66,339.57,,,,"(1,283 B)","2,435 B"
12M 2022,8.38,380.71,9.13,349.39,,,,(696 B),"1,842 B"
12M 2023,6.97,408.73,7.53,378.46,,,,(843 B),"2,206 B"
12M 2024,5.44,467.18,5.83,435.65,,,,"(1,068 B)","2,620 B"
