Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,650095.92,0.00,0.00,121.55 B,10.78%,22.43%,43.90%,11.64
12M 2022,0.00 B,194867.95,0.00,0.00,49.18 B,3.24%,6.32%,8.78%,3.03
12M 2023,0.00 B,201099.96,0.00,0.00,53.28 B,3.41%,6.23%,9.53%,2.69
12M 2024,5.20 B,7.29,0.00,0.00,62.33 B,5.30%,7.89%,10.08%,4.61
