Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2021,239981477000.000000,-107413856000.000000,132567621000.000000,-11426426000.000000,-11426426000.000000,-11426426000.000000,121141195000.000000,-10363698000.000000,39596000.000000,-10403294000.000000,,-10363698000.000000,110777497000.000000,-26265027000.000000,,,,-26265027000.000000,84512470000.000000,108959000.000000,,108959000.000000,84621429000.000000,84512470000.000000,84512470000.000000,,84512470000.000000,84621429000.000000,84621429000.000000,,84621429000.000000
12M 2022,91749269000.000000,-27970143000.000000,63779126000.000000,-15062758000.000000,-15062758000.000000,-15062758000.000000,48716368000.000000,-15986340000.000000,69714000.000000,-16077567000.000000,21513000.000000,-15986340000.000000,32730028000.000000,-7397194000.000000,,,,-7397194000.000000,25332834000.000000,-8736000.000000,,-8736000.000000,25324098000.000000,25332834000.000000,25332834000.000000,,25332834000.000000,25324098000.000000,25324098000.000000,,25324098000.000000
12M 2023,103183328000.000000,-32087843000.000000,71095485000.000000,-18438030000.000000,-18438030000.000000,-18438030000.000000,52657455000.000000,-19302575000.000000,86523000.000000,-19596024000.000000,206926000.000000,-19302575000.000000,33354880000.000000,-7211885000.000000,,,,-7211885000.000000,26142995000.000000,-206582000.000000,,-206582000.000000,25936413000.000000,26142995000.000000,26142995000.000000,,26142995000.000000,25936413000.000000,25936413000.000000,,25936413000.000000
12M 2024,95292954000.000000,-13424271000.000000,81868683000.000000,-20389660000.000000,-20389660000.000000,-20389660000.000000,61479023000.000000,-12132402000.000000,78419000.000000,-13322575000.000000,1111754000.000000,-12132402000.000000,49346621000.000000,-11471544000.000000,,,,-11471544000.000000,37875077000.000000,395828000.000000,,395828000.000000,38270905000.000000,37875077000.000000,37914989000.000000,-39912000.000000,37875077000.000000,38270905000.000000,38310817000.000000,-39912000.000000,38270905000.000000
