Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,4 B,(76 B),(72 B),-11978351.34
12M 2019,3 B,(8 B),(4 B),-29546.70
12M 2020,22 B,(3 B),19 B,128732.48
12M 2021,86 B,(68 B),18 B,19.16
12M 2022,68 B,(17 B),52 B,55.52
12M 2023,28 B,(30 B),(2 B),-2.19
12M 2024,82 B,(41 B),41 B,43.84
