Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Investasi Jangka Pendek,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Others,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Piutang Pihak Berelasi,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Piutang Pihak Berelasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pihak Berelasi,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Obligasi Konversi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,33780557912.000000,,,7594181688.000000,,7594181688.000000,,7594181688.000000,1697780943.000000,378668500.000000,1319112443.000000,1697780943.000000,20500000000.000000,12881534063.000000,930128798.000000,77384183404.000000,,8186695162.000000,571139546096.000000,,7642500085.000000,586968741343.000000,664352924747.000000,,,259858907905.000000,9085095431.000000,,,16119782294.000000,16119782294.000000,,14163129969.000000,34986151475.000000,49149281444.000000,167003376610.000000,7214648079.000000,5908790769.000000,,2454643710.000000,436790624.000000,2891434334.000000,2486498944.000000,259858907905.000000,120602766277.000000,,,,117360825664.000000,428782433.000000,117789608097.000000,2813158180.000000,120602766277.000000,380461674182.000000,,6000000000.000000,3072131210.000000,66124426446.000000,,66124426446.000000,66124426446.000000,4444244091.000000,204250448818.000000,283891250565.000000,664352924747.000000,6000.000000
12M 2019,,,32560586587.000000,5000000000.000000,,12706098464.000000,1501714624.000000,11204383840.000000,,12706098464.000000,1110199263.000000,475326000.000000,634873263.000000,1110199263.000000,20500000000.000000,12007583980.000000,1083321559.000000,84967789853.000000,,17729052071.000000,601730269606.000000,,23827653277.000000,643286974954.000000,728254764807.000000,,,245871576058.000000,9930698586.000000,,116767200.000000,17766279356.000000,17883046556.000000,,,13406855055.000000,13406855055.000000,42407055517.000000,6713937633.000000,8183243092.000000,,142928498353.000000,1372889662.000000,144301388015.000000,3045351604.000000,245871576058.000000,7047301051.000000,,,,,3072030871.000000,3072030871.000000,3975270180.000000,7047301051.000000,252918877109.000000,,148747000000.000000,3072131210.000000,88804309059.000000,,88804309059.000000,88804309059.000000,-8562933429.000000,243275380858.000000,475335887698.000000,728254764807.000000,148747.000000
12M 2020,,,32156153437.000000,13000000000.000000,10000000000.000000,31048707473.000000,4471294791.000000,26577412682.000000,,31048707473.000000,1462764164.000000,475326000.000000,987438164.000000,1462764164.000000,20500000000.000000,12874617792.000000,444369377.000000,121486612243.000000,,16480024123.000000,588590631400.000000,,26185304326.000000,631255959849.000000,752742572092.000000,,,124780498912.000000,9796885141.000000,,164803276.000000,24799420144.000000,24964223420.000000,,,5344616229.000000,5344616229.000000,42407055517.000000,14448220457.000000,6962478406.000000,,14109338269.000000,2135863209.000000,16245201478.000000,4611818264.000000,124780498912.000000,140228438365.000000,,,,130571595444.000000,2693686521.000000,133265281965.000000,6963156400.000000,140228438365.000000,265008937277.000000,,148747000000.000000,3072131210.000000,110359671566.000000,,110359671566.000000,110359671566.000000,4800388374.000000,220754443665.000000,487733634815.000000,752742572092.000000,148747.000000
12M 2021,,,138778099947.000000,110000000000.000000,,35528211680.000000,2300735.000000,33813767292.000000,1712143653.000000,35528211680.000000,1734918493.000000,,1734918493.000000,1734918493.000000,,13927543628.000000,416933028.000000,300385706776.000000,,13162224274.000000,630137067391.000000,,1768745552.000000,645068037217.000000,945453743993.000000,,,83175932798.000000,9057596553.000000,,76342376.000000,16860593607.000000,16936935983.000000,,,2909511457.000000,2909511457.000000,,8282223663.000000,16882776434.000000,,6435658485.000000,2118295753.000000,8553954238.000000,20552934470.000000,83175932798.000000,18058583301.000000,,,,11963665618.000000,575390730.000000,12539056348.000000,5519526953.000000,18058583301.000000,101234516099.000000,,185935000000.000000,280922244641.000000,166587364510.000000,37187000000.000000,129400364510.000000,166587364510.000000,324623550.000000,210449995193.000000,844219227894.000000,945453743993.000000,929675000.000000
12M 2022,,,173741250439.000000,12000000000.000000,,30546327862.000000,294881715.000000,25742460129.000000,4508986018.000000,30546327862.000000,952821093.000000,,952821093.000000,952821093.000000,,12001387613.000000,396027140.000000,229637814147.000000,,11714572882.000000,646799392071.000000,,5536127520.000000,664050092473.000000,893687906620.000000,,,69006292322.000000,,,105866214.000000,25077773843.000000,25183640057.000000,,178876500.000000,3109007580.000000,3287884080.000000,,7001359565.000000,10734950978.000000,,,575390730.000000,575390730.000000,22223066912.000000,69006292322.000000,9147437004.000000,,,,,,,9147437004.000000,9147437004.000000,78153729326.000000,,185935000000.000000,280922244641.000000,112815214345.000000,37187000000.000000,75628214345.000000,112815214345.000000,936865413.000000,234924852895.000000,815534177294.000000,893687906620.000000,929675000.000000
12M 2023,,,57423794560.000000,21500000000.000000,,47331962162.000000,612634600.000000,43526437393.000000,3192890169.000000,47331962162.000000,1804931574.000000,41048500.000000,1763883074.000000,1804931574.000000,,14587216046.000000,1039194060.000000,143687098402.000000,,18612915798.000000,650483778261.000000,,16012556160.000000,685109250219.000000,828796348621.000000,,,62210984920.000000,,,610771727.000000,26826930209.000000,27437701936.000000,,681608085.000000,2155890419.000000,2837498504.000000,,7020274888.000000,7615109751.000000,,,,,17300399841.000000,62210984920.000000,15422876064.000000,,,,,,,15422876064.000000,15422876064.000000,77633860984.000000,,185935000000.000000,280922244641.000000,48755249949.000000,37187000000.000000,11568249949.000000,48755249949.000000,839964708.000000,234710028339.000000,751162487637.000000,828796348621.000000,929675000.000000
12M 2024,,,54397160838.000000,4500000000.000000,,49675711532.000000,303443232.000000,45121131485.000000,4251136815.000000,49675711532.000000,1288648312.000000,,1288648312.000000,1288648312.000000,,15531140592.000000,1843585253.000000,127236246527.000000,,16942441893.000000,682880621876.000000,27248398348.000000,33319874371.000000,760391336488.000000,887627583015.000000,,,69654225302.000000,,,350663065.000000,37068017608.000000,37418680673.000000,,,894681214.000000,894681214.000000,,9861571163.000000,5663430153.000000,,,,,15815862099.000000,69654225302.000000,19512451817.000000,,,,,,,19512451817.000000,19512451817.000000,89166677119.000000,,185935000000.000000,280922244641.000000,78221191985.000000,37187000000.000000,41034191985.000000,78221191985.000000,791685824.000000,252590783446.000000,798460905896.000000,887627583015.000000,929675000.000000
