Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,1.66,1.27,0.81,2.72,0.0,0.0,0.69,0.3,1.72
12M 2022,1.18,0.85,1.82,4.03,0.0,0.0,1.78,0.45,3.03
12M 2023,1.18,0.7,1.83,3.48,0.0,0.0,1.82,0.53,2.48
12M 2024,2.6,1.97,0.74,1.93,0.0,0.0,0.39,0.39,0.93
