Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.01 B,778.06,0.00,0.00,13.37 B,7.38%,20.08%,41.40%,4.14
12M 2022,0.01 B,2267.68,0.00,0.00,25.70 B,9.16%,36.93%,23.98%,6.74
12M 2023,0.05 B,313.50,0.00,0.00,32.95 B,7.22%,25.16%,16.42%,2.33
12M 2024,2.72 B,8.55,10.88,0.95,44.21 B,7.72%,14.87%,14.91%,3.06
