Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,57660.55,0.00,0.00,,2.53%,2.94%,8.37%,
12M 2022,0.00 B,-2543.35,-0.00,0.00,,-0.23%,-0.26%,0.90%,
12M 2023,1.75 B,0.10,590.00,12.37,,0.28%,0.28%,0.70%,47.97
12M 2024,1.75 B,-2.10,-20.00,23.46,,-6.37%,-6.65%,-7.92%,-230.45
