Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.98,3440.24,0.98,3424.49,135 B,203 B,337 B,(188 B),990 B
12M 2009,1.33,4160.99,1.33,4152.28,91 B,151 B,242 B,(532 B),"1,151 B"
12M 2010,2.67,5006.54,2.68,4998.63,205 B,89 B,294 B,(191 B),948 B
12M 2011,2.84,1147.25,2.85,1145.67,716 B,180 B,897 B,531 B,672 B
12M 2012,2.67,1331.02,2.71,1310.59,"1,245 B",411 B,"1,656 B","1,004 B",454 B
12M 2013,2.04,1788.21,2.09,1747.92,221 B,108 B,329 B,"(1,144 B)","2,368 B"
12M 2014,2.21,1896.63,2.26,1855.34,"1,442 B",34 B,"1,476 B",201 B,"1,280 B"
12M 2015,0.84,1901.74,0.86,1856.88,"1,344 B",95 B,"1,439 B",461 B,"1,171 B"
12M 2016,1.04,1970.16,1.07,1924.57,655 B,349 B,"1,005 B",90 B,"1,646 B"
12M 2017,1.02,2027.58,1.04,1984.19,377 B,350 B,728 B,48 B,"2,187 B"
12M 2018,0.69,2117.94,0.71,2072.62,835 B,0 B,835 B,(55 B),"1,947 B"
12M 2019,0.56,2195.27,0.58,2150.85,508 B,250 B,758 B,(30 B),"2,106 B"
12M 2020,0.52,2135.61,0.53,2095.30,440 B,311 B,750 B,(753 B),"2,378 B"
12M 2021,0.51,2250.66,0.52,2209.30,515 B,1 B,516 B,"(1,321 B)","2,301 B"
12M 2022,0.59,2475.91,0.60,2436.41,503 B,2 B,505 B,"(1,569 B)","3,173 B"
12M 2023,0.85,2766.40,0.87,2720.19,415 B,31 B,447 B,"(2,297 B)","3,621 B"
12M 2024,0.77,2981.96,0.78,2938.18,548 B,107 B,655 B,"(2,958 B)","4,402 B"
