Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,24 B,(86 B),(62 B),-12.38
12M 2020,(13 B),(6 B),(19 B),-2.71
12M 2021,26 B,(77 B),(51 B),-7.09
12M 2022,43 B,(28 B),15 B,2.03
12M 2023,(5 B),(10 B),(15 B),-2.13
