Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Laba Bersih Dari Operasi Yang Dilanjutkan,Total Beban Pajak Penghasilan,Penyesuaian Proforma,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,116108773185.000000,-52614159677.000000,63494613508.000000,-47167222642.000000,-3264122969.000000,-43903099673.000000,-47167222642.000000,16327390866.000000,-25784654134.000000,-25784654134.000000,-25784654134.000000,-9457263268.000000,-9522566298.000000,-1371237639.000000,1338586124.000000,-9489914783.000000,-9522566298.000000,12629376132.000000,3139461349.000000,491557368.000000,,491557368.000000,3631018717.000000,3139461350.000000,4092669490.000000,-953208140.000000,3139461350.000000,3631018717.000000,4511321800.000000,-880303083.000000,3631018717.000000
12M 2018,147069197544.000000,-62958294695.000000,84110902849.000000,-59067494376.000000,-4871951911.000000,-54195542465.000000,-59067494376.000000,25043408473.000000,-21490356367.000000,-21490356367.000000,-21490356367.000000,3553052106.000000,-2249072054.000000,-2771419465.000000,-129642615.000000,651990026.000000,-2249072054.000000,,651990026.000000,960790334.000000,,960790334.000000,1612780360.000000,651990026.000000,193406170.000000,458583856.000000,651990026.000000,1612780360.000000,1096632755.000000,516147605.000000,1612780360.000000
12M 2019,157034200759.000000,-61241021415.000000,95793179344.000000,-64278833790.000000,-5267279994.000000,-59011553796.000000,-64278833790.000000,31514345554.000000,-20855986195.000000,-20855986195.000000,-20855986195.000000,10658359359.000000,3051749903.000000,-4009547858.000000,206243130.000000,6855054631.000000,3051749903.000000,,6855054631.000000,314444229.000000,,314444229.000000,7169498860.000000,6855054631.000000,5838826327.000000,1016228304.000000,6855054631.000000,7169498860.000000,6045603065.000000,1123895795.000000,7169498860.000000
12M 2020,89080488373.000000,-39742299497.000000,49338188876.000000,-44211840891.000000,-3125651670.000000,-41086189221.000000,-44211840891.000000,5126347985.000000,-21816091056.000000,-21816091056.000000,-21816091056.000000,-16689743071.000000,-12041398775.000000,-270338957.000000,2594511105.000000,-14365570923.000000,-12041398775.000000,,-14365570923.000000,1986897830.000000,,1986897830.000000,-12378673093.000000,-14365570923.000000,-12966972590.000000,-1398598333.000000,-14365570923.000000,-12378673093.000000,-10991671333.000000,-1387001760.000000,-12378673093.000000
12M 2021,84637100693.000000,-41436218772.000000,43200881921.000000,-46232676719.000000,-3288514413.000000,-42944162306.000000,-46232676719.000000,-3031794798.000000,-14285129552.000000,-14285129552.000000,-14285129552.000000,-17316924350.000000,-12749699544.000000,,2283612403.000000,-15033311947.000000,-12749699544.000000,,-15033311947.000000,928192560.000000,,928192560.000000,-14105119387.000000,-15033311947.000000,-14233558338.000000,-799753609.000000,-15033311947.000000,-14105119387.000000,-13316627741.000000,-788491646.000000,-14105119387.000000
12M 2022,70533393491.000000,-35621776320.000000,34911617171.000000,-39936450043.000000,-4484742818.000000,-35451707225.000000,-39936450043.000000,-5024832872.000000,-14045741779.000000,-14045741779.000000,-14045741779.000000,-19070574651.000000,-17502972771.000000,-3562151.000000,787363091.000000,-18286773711.000000,-17502972771.000000,,-18286773711.000000,1385035782.000000,1385035782.000000,1385035782.000000,-16901737929.000000,-18286773711.000000,-18086605233.000000,-200168478.000000,-18286773711.000000,-16901737929.000000,-16702393475.000000,-199344454.000000,-16901737929.000000
12M 2023,69338788369.000000,-31932097727.000000,37406690642.000000,-38135853387.000000,-3690515359.000000,-34445338028.000000,-38135853387.000000,-729162745.000000,-15214889167.000000,-15214889167.000000,-15214889167.000000,-15944051912.000000,-16838218176.000000,-151037691.000000,-296045441.000000,-16391135044.000000,-16838218176.000000,,-16391135044.000000,1565563724.000000,1565563724.000000,1565563724.000000,-14825571320.000000,-16391135044.000000,-16282890611.000000,-108244433.000000,-16391135044.000000,-14825571320.000000,-14720951431.000000,-104619889.000000,-14825571320.000000
12M 2024,63263896975.000000,-30884857408.000000,32379039567.000000,-31832850994.000000,-1874614200.000000,-29958236794.000000,-31832850994.000000,546188573.000000,-19434566920.000000,-19434566920.000000,-19434566920.000000,-18888378347.000000,-18490491583.000000,-738140788.000000,937084170.000000,-18689434965.000000,-18490491583.000000,,-18689434965.000000,367984084.000000,367984084.000000,367984084.000000,-18321450881.000000,-18689434965.000000,-18558425293.000000,-131009672.000000,-18689434965.000000,-18321450881.000000,-18199515801.000000,-121935080.000000,-18321450881.000000
