Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2017,0.00,81879.94,0.00,77021.44,22 B,207 B,229 B,213 B,22 B
12M 2018,19.94,44.13,20.09,43.80,25 B,182 B,207 B,173 B,58 B
12M 2019,8.04,49.75,8.09,49.44,23 B,162 B,185 B,167 B,41 B
12M 2020,4.67,44.10,4.70,43.79,36 B,143 B,178 B,171 B,28 B
12M 2021,10.15,37.82,10.23,37.52,15 B,144 B,159 B,154 B,39 B
12M 2022,3.18,28.96,3.21,28.66,24 B,134 B,158 B,154 B,19 B
12M 2023,2.50,21.21,2.53,20.91,9 B,144 B,153 B,150 B,23 B
12M 2024,4.30,11.63,4.41,11.33,14 B,123 B,138 B,133 B,(9 B)
